"gene_name","n_total_peaks","n_promoter_peaks","n_enhancer_peaks","categories","log2FoldChange","padj","is_DEG"
"LINC02824",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",4.29828179676341,0.00521444228777916,TRUE
"LINC02828",2,2,0,"Shared_TEAD1_dominant;Shared_high",-1.13416056450167,0.292604444734826,FALSE
"LINC02831",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",3.31504676101306,2.33914917479127e-10,TRUE
"LINC02853",1,0,1,"TES_unique",0.0607315726148125,0.966036805820485,FALSE
"LINC02861",1,0,1,"TEAD1_unique",-0.111535151245448,0.945861929625835,FALSE
"LINC02869",4,2,2,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique",-0.104606911348417,0.965932251471637,FALSE
"LINC02873",3,0,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",-0.08758125989794,0.859851105955199,FALSE
"LINC02875",1,0,1,"TEAD1_unique",0.80350624155859,0.233045315797037,FALSE
"LINC02881",2,1,1,"Shared_high;TES_unique",3.78738842925178,0.0593668003860784,FALSE
"LINC02889",2,0,2,"Shared_equivalent;TES_unique",-1.83712609645791,6.32519789394886e-09,TRUE
"LINC02900",1,0,1,"TEAD1_unique",1.78434540172392,4.33453676291359e-06,TRUE
"LINC02901",1,1,0,"TEAD1_unique",0.705420354034414,0.643519554461992,FALSE
"LINC02902",4,0,4,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-2.10827377033395,0.112455115017215,FALSE
"LINC02912",1,1,0,"TEAD1_unique",-1.42548860935472,2.03552308092518e-07,TRUE
"LINC02915",3,2,1,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique",-0.200150847972905,0.855214886156947,FALSE
"LINC02932",1,0,1,"TES_unique",0.731435386831564,0.402949034415013,FALSE
"LINC02947",1,0,1,"TEAD1_unique",0.469910502844121,0.829866401292473,FALSE
"LINC02955",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TES_unique",0.469367505930933,0.664834280558721,FALSE
"LINC02957",1,0,1,"TES_unique",3.36599485575422,0.000188517300345487,TRUE
"LINC02961",3,0,3,"Shared_equivalent;Shared_high;TEAD1_unique",-2.46489031539161,0.0812419451119581,FALSE
"LINC02981",1,0,1,"TEAD1_unique",0.655513284737124,0.121482664882254,FALSE
"LINC02984",2,1,1,"Shared_high;TES_unique",-1.94283108714197,2.29398528630374e-41,TRUE
"LINC02987",4,0,4,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-0.0753937379914438,0.7687271976225,FALSE
"LINC02995",1,0,1,"TES_unique",0.071711566747848,0.93143926854956,FALSE
"LINC02997",3,2,1,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.743709184367467,0.723273632444312,FALSE
"LINC02999",1,0,1,"TEAD1_unique",3.8638495639287,0.00284912722828745,TRUE
"LINC03002",5,3,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.0510362416371059,0.979382271788605,FALSE
"LINC03006",2,0,2,"Shared_high;TEAD1_unique",-1.42733288673075,1.10395817708371e-05,TRUE
"LINC03007",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.774466806986936,0.185731799665792,FALSE
"LINC03008",1,1,0,"TEAD1_unique",0.774378933851656,0.468514815103506,FALSE
"LINC03013",1,0,1,"Shared_TES_dominant",-1.18134443392001,0.127904381864914,FALSE
"LINC03018",1,0,1,"TEAD1_unique",0.17985993414155,0.923679321887171,FALSE
"LINC03022",1,1,0,"TEAD1_unique",0.268631844028704,0.502297979979671,FALSE
"LINC03026",1,0,1,"TES_unique",-3.18290539547411,0.0235100170845413,TRUE
"LINC03033",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",-0.0510543464328392,0.910186275640265,FALSE
"LINC03036",1,0,1,"TES_unique",1.70970120756632,0.0636112156281599,FALSE
"LINC03041",3,0,3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",2.30659314514277,0.319751430293983,FALSE
"LINC03042",2,2,0,"Shared_TEAD1_dominant;Shared_high",-2.06258386131664,0.269909241908505,FALSE
"LINC03047",1,0,1,"TEAD1_unique",2.32025072724128,0.0778830276351982,FALSE
"LINC03052",1,0,1,"TEAD1_unique",-0.755768159147546,0.352325763610225,FALSE
"LINC03063",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.108729509305455,0.941965132262188,FALSE
"LINC03065",1,0,1,"TEAD1_unique",-1.52977930607652,0.423408219441038,FALSE
"LINC03069",1,0,1,"Shared_TEAD1_dominant",-2.42972909355651,0.278993947844876,FALSE
"LINC03088",1,1,0,"TEAD1_unique",2.78121713796603,0.168993846627795,FALSE
"LINC03099",1,0,1,"TEAD1_unique",2.69124132991858,0.199170293230465,FALSE
"LINGO2",1,0,1,"TES_unique",-0.973111326867698,0.0493069771147227,TRUE
"LIPA",2,0,2,"Shared_TEAD1_dominant;TES_unique",0.551071016221259,0.00689923737543094,TRUE
"LIPC",2,0,2,"Shared_high;TEAD1_unique",0.426721747416123,0.694453650752616,FALSE
"LIPE-AS1",2,1,1,"Shared_equivalent;TEAD1_unique",1.28700226973732,8.81872326531112e-05,TRUE
"LIPF",2,0,2,"TEAD1_unique;TES_unique",0.888148782207316,0.577130403834399,FALSE
"LIPG",2,0,2,"Shared_TEAD1_dominant;Shared_TES_dominant",0.321489187554229,0.0989425854273525,FALSE
"LIPH",1,1,0,"Shared_TEAD1_dominant",0.50907472211364,0.00423043222947607,TRUE
"LIPJ",2,1,1,"TEAD1_unique;TES_unique",-0.516295220972374,0.690873164073711,FALSE
"LIPK",1,1,0,"TES_unique",0.0517878262124231,0.983752008929019,FALSE
"LITAF",1,0,1,"TEAD1_unique",0.402819773516625,0.0286228356091195,TRUE
"LIX1",1,0,1,"TES_unique",1.63714563544543,0.0024748364252693,TRUE
"LMAN2L",1,1,0,"TEAD1_unique",-0.0610268595885071,0.823212139763724,FALSE
"LMBR1",2,1,1,"TEAD1_unique;TES_unique",0.34988237740442,0.00806830425770231,TRUE
"LMBRD1",1,0,1,"TEAD1_unique",0.979616353521818,2.49494982630423e-08,TRUE
"LMCD1",2,0,2,"TEAD1_unique;TES_unique",-3.22037059286635,9.60971899950183e-103,TRUE
"LMCD1-AS1",4,2,2,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique",1.21346571716832,3.11556680582092e-05,TRUE
"LMNA",1,1,0,"TEAD1_unique",-0.717307450390405,9.54762784138546e-08,TRUE
"LMNB1",1,1,0,"TEAD1_unique",-2.1820679700505,3.30220565757316e-43,TRUE
"LMNB2",1,1,0,"TEAD1_unique",-0.88541712473893,2.16890085623326e-11,TRUE
"LMNTD1",2,1,1,"TEAD1_unique;TES_unique",1.45357089292962,0.393458190584252,FALSE
"LMO1",1,0,1,"TES_unique",2.23196797321434,0.000157508585309084,TRUE
"LMO7",2,1,1,"TEAD1_unique;TES_unique",-0.392708061987838,0.0312871132851044,TRUE
"LMOD1",1,0,1,"TEAD1_unique",-0.575720816166103,0.284927364885137,FALSE
"LMOD2",1,0,1,"TEAD1_unique",0.0681395083849524,0.945193948994168,FALSE
"LMTK2",1,0,1,"TEAD1_unique",0.580278803499207,2.76135971568244e-06,TRUE
"LNC-LBCS",1,1,0,"TEAD1_unique",0.0944260384029942,0.782563896824961,FALSE
"LNCAROD",5,3,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-4.07955505403326,5.39853037188326e-65,TRUE
"LNCATV",3,1,2,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique",-1.39617338197324,0.354914913581879,FALSE
"LNCBRM",3,0,3,"Shared_TES_dominant;Shared_equivalent;TES_unique",-1.63754330062675,0.0895669933146753,FALSE
"LNCOG",1,0,1,"TEAD1_unique",0.822475678345136,0.629803997687405,FALSE
"LNPEP",2,1,1,"TEAD1_unique;TES_unique",-0.653648298698138,8.92081648737591e-07,TRUE
"LNX1",4,3,1,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TES_unique",-2.22233073459876,5.67219112630179e-15,TRUE
"LNX1-AS1",3,1,2,"Shared_high;TEAD1_unique;TES_unique",-2.92426834149187,0.00257620956034078,TRUE
"LNX2",2,0,2,"TEAD1_unique;TES_unique",-0.249286665883255,0.184198049597665,FALSE
"LOC100128310",1,0,1,"TEAD1_unique",-0.925791961907701,0.0885271335886782,FALSE
"LOC100129203",3,1,2,"Shared_TES_dominant;Shared_high;TES_unique",-2.72921611994635,3.45000042264261e-62,TRUE
"LOC100130691",1,1,0,"Shared_TEAD1_dominant",-1.55481131721294,8.21733622290443e-14,TRUE
"LOC100131496",1,1,0,"TEAD1_unique",-0.527071654793883,0.220087307667596,FALSE
"LOC100132686",1,0,1,"TEAD1_unique",0.230333750921356,0.888218644687316,FALSE
"LOC100133920",2,1,1,"Shared_TES_dominant;TES_unique",-1.72044035208754,0.294764560010349,FALSE
"LOC100271832",2,1,1,"Shared_equivalent;TES_unique",-0.632278300837537,0.722308071645388,FALSE
"LOC100287944",1,0,1,"TES_unique",0.222042030788435,0.843159381988905,FALSE
"LOC100289230",2,0,2,"Shared_TEAD1_dominant;Shared_TES_dominant",0.0174153669471751,0.962216995983182,FALSE
"LOC100505715",1,1,0,"TES_unique",-0.213932924482223,0.764933699693155,FALSE
"LOC100505716",3,0,3,"Shared_high;TEAD1_unique;TES_unique",-0.892311112083049,0.00461337371757196,TRUE
"LOC100505774",1,0,1,"TEAD1_unique",1.22522160682977,2.71911039014134e-06,TRUE
"LOC100505782",1,1,0,"TEAD1_unique",3.28653765904505,2.11836286136476e-08,TRUE
"LOC100506207",1,1,0,"TEAD1_unique",1.04428113445435,0.000120902311192405,TRUE
"LOC100506271",1,1,0,"TEAD1_unique",0.230650687934838,0.866125185115416,FALSE
"LOC100506444",4,2,2,"Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.016006563515561,0.986738803426588,FALSE
"LOC100506869",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",-2.36936315957237,0.108386370034645,FALSE
"LOC100507250",1,0,1,"TES_unique",0.548247737143422,0.499497237582756,FALSE
"LOC100507336",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",2.58418731715186,8.75524039144565e-51,TRUE
"LOC100996643",1,0,1,"TEAD1_unique",1.15563509048112,0.507016791679241,FALSE
"LOC101926907",2,0,2,"Shared_high;TES_unique",-0.271514816562306,0.70102899266092,FALSE
"LOC101926964",1,1,0,"TES_unique",-1.52566707209085,0.226240007041465,FALSE
"LOC101927040",3,1,2,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique",-0.0355636162623226,0.954126377004582,FALSE
"LOC101927237",1,0,1,"TEAD1_unique",1.10550878108867,0.000368360912026536,TRUE
"LOC101927314",1,0,1,"TEAD1_unique",1.148355717069,0.0209918749449499,TRUE
"LOC101927388",1,0,1,"TES_unique",-1.31873588844214,0.499437581393992,FALSE
"LOC101927413",1,0,1,"TES_unique",1.61798103747392,0.223443280524809,FALSE
"LOC101927531",1,0,1,"TEAD1_unique",-0.132174654435379,0.946001885980859,FALSE
"LOC101927539",1,1,0,"TEAD1_unique",-0.541439751760646,0.0753678605950977,FALSE
"LOC101927557",1,1,0,"TEAD1_unique",-0.206512551263318,0.721146615035802,FALSE
"LOC101927571",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",2.25028582959098,0.00687199540883929,TRUE
"LOC101927588",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",0.0927665497712373,0.933355413447091,FALSE
"LOC101927605",2,0,2,"Shared_TES_dominant;TES_unique",1.16287847688086,0.556663610365077,FALSE
"LOC101927609",2,0,2,"Shared_TEAD1_dominant;TES_unique",1.71069714826486,0.0105931263187968,TRUE
"LOC101927657",1,0,1,"TEAD1_unique",1.31983364771922,0.564885627291965,FALSE
"LOC101927661",1,0,1,"TES_unique",1.92547908457343,0.000878938950049314,TRUE
"LOC101927692",2,0,2,"Shared_TEAD1_dominant;Shared_TES_dominant",-0.104209753559138,0.872756060960761,FALSE
"LOC101927727",1,0,1,"TEAD1_unique",0.987757087924203,0.124933290452398,FALSE
"LOC101927825",1,1,0,"TEAD1_unique",1.6227652815765,0.30074060612831,FALSE
"LOC101927888",4,0,4,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique",1.58901046704229,0.0120004026352624,TRUE
"LOC101928002",1,0,1,"TES_unique",2.35604874236776,0.300777039322707,FALSE
"LOC101928012",1,0,1,"TES_unique",-1.05473309871695,0.0121722278878266,TRUE
"LOC101928373",1,0,1,"TES_unique",3.42666241448302,0.00394334716513341,TRUE
"LOC101928386",2,0,2,"TEAD1_unique;TES_unique",-1.23649036400235,0.390693637028075,FALSE
"LOC101928389",1,1,0,"Shared_TES_dominant",-1.37537778632503,0.0013902691041885,TRUE
"LOC101928417",1,1,0,"TES_unique",-2.37707768403502,0.00241668095215133,TRUE
"LOC101928505",2,0,2,"Shared_high;TES_unique",-0.721743930104169,0.207089966797478,FALSE
"LOC101928535",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-1.15131873425169,0.569691063842458,FALSE
"LOC101928565",2,1,1,"Shared_TEAD1_dominant;TES_unique",0.485416682079946,0.455314102361439,FALSE
"LOC101928708",1,1,0,"TEAD1_unique",1.8300500121262,0.346674166707177,FALSE
"LOC101928782",2,1,1,"Shared_TES_dominant;Shared_high",1.84706751210917,2.44506323710387e-05,TRUE
"LOC101928847",2,0,2,"Shared_equivalent;TES_unique",0.159712301140703,0.82726179469827,FALSE
"LOC101928868",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",1.02918801588023,0.159095302574473,FALSE
"LOC101928937",2,0,2,"Shared_TES_dominant;TEAD1_unique",-1.55939346362225,0.40841359065553,FALSE
"LOC101928940",4,2,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-2.37262517231527,0.000371729945392137,TRUE
"LOC101928988",1,0,1,"Shared_equivalent",-0.030414210380064,0.970076325375859,FALSE
"LOC101929174",3,0,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TES_unique",-0.157665095040424,0.711147267216739,FALSE
"LOC101929413",2,1,1,"TEAD1_unique;TES_unique",-0.480169851202503,0.805312861466639,FALSE
"LOC101929427",3,0,3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",2.34506698292686,5.77143574429671e-10,TRUE
"LOC101929439",1,0,1,"TEAD1_unique",-0.557745144636745,0.680524542932405,FALSE
"LOC101929452",1,0,1,"TEAD1_unique",1.11824642454773,0.0559594272606121,FALSE
"LOC101929457",1,0,1,"TEAD1_unique",1.07402452761813,0.293783001652812,FALSE
"LOC101929460",2,0,2,"Shared_TES_dominant;TES_unique",4.69200203270822,0.00451498501245376,TRUE
"LOC101929473",1,0,1,"TEAD1_unique",-2.19782215124607,0.132861692974782,FALSE
"LOC101929710",2,0,2,"TEAD1_unique;TES_unique",-2.39124732518397,0.000227944128039047,TRUE
"LOC101930276",1,0,1,"TEAD1_unique",2.55569966974432,0.00678510999361192,TRUE
"LOC101930421",1,0,1,"TEAD1_unique",-0.886848104490708,0.0152425876317312,TRUE
"LOC102723323",1,1,0,"Shared_TES_dominant",3.99017069168266,0.0124159054859846,TRUE
"LOC102723324",1,0,1,"TEAD1_unique",-0.735130355580716,0.64931064799277,FALSE
"LOC102723604",1,0,1,"Shared_equivalent",-1.34285424507964,0.110251256388341,FALSE
"LOC102723663",1,0,1,"TEAD1_unique",0.112171764296408,0.770167062697399,FALSE
"LOC102723670",2,1,1,"TEAD1_unique;TES_unique",0.668728516131635,0.136004398641791,FALSE
"LOC102723834",4,1,3,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique;TES_unique",-1.27883230014704,0.000140522847750162,TRUE
"LOC102724019",1,0,1,"Shared_TES_dominant",0.15901111576255,0.916108566121624,FALSE
"LOC102724434",2,0,2,"Shared_TES_dominant;TES_unique",-1.68913121846661,0.0543555187173706,FALSE
"LOC102724482",1,0,1,"TES_unique",0.0732888659154812,0.960691854584041,FALSE
"LOC102724646",1,1,0,"TEAD1_unique",3.62547018679613,2.39664181771869e-05,TRUE
"LOC102724768",1,0,1,"TEAD1_unique",-0.469030874910217,0.729662110472165,FALSE
"LOC103344931",2,0,2,"Shared_equivalent;Shared_high",0.577542109862172,0.00663915436584938,TRUE
"LOC105274304",1,1,0,"TEAD1_unique",-0.627038181738078,0.39205176448045,FALSE
"LOC105369147",1,0,1,"TES_unique",-1.54876963873287,1.10004135899116e-15,TRUE
"LOC105369187",1,0,1,"TEAD1_unique",3.98992495156801,1.63605400605119e-06,TRUE
"LOC105369302",1,0,1,"TEAD1_unique",0.765469416029612,0.523967145697848,FALSE
"LOC105369558",1,1,0,"TEAD1_unique",-2.61504810799477,1.10625622606848e-06,TRUE
"LOC105369576",2,1,1,"Shared_high;TEAD1_unique",-0.688337185107803,0.667603085678479,FALSE
"LOC105369728",1,1,0,"TEAD1_unique",-1.630949729857,0.255124293440512,FALSE
"LOC105369908",2,0,2,"Shared_equivalent;TEAD1_unique",0.446573533617493,0.858046372781205,FALSE
"LOC105369911",2,0,2,"Shared_equivalent;TES_unique",4.20543960017764,2.92065763464907e-14,TRUE
"LOC105370047",1,1,0,"TEAD1_unique",-0.934359259524019,0.000724599698418927,TRUE
"LOC105370525",2,0,2,"Shared_high;TEAD1_unique",1.09484981278831,1.58118880660536e-05,TRUE
"LOC105370532",1,1,0,"TEAD1_unique",0.989174416396514,0.20294191259862,FALSE
"LOC105370769",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TES_unique",-0.356226382445579,0.89057886332305,FALSE
"LOC105370781",2,1,1,"TEAD1_unique;TES_unique",0.228193704433821,0.890066350917762,FALSE
"LOC105370791",2,0,2,"TEAD1_unique;TES_unique",-0.546170699978849,0.641814395994579,FALSE
"LOC105370941",2,1,1,"Shared_high;TEAD1_unique",0.783952494232264,0.00592113611828867,TRUE
"LOC105371354",1,0,1,"TEAD1_unique",1.20584128341521,0.0113867810978588,TRUE
"LOC105371574",2,0,2,"Shared_high;TEAD1_unique",-0.0931767191370899,0.943299505610848,FALSE
"LOC105371689",2,1,1,"TEAD1_unique;TES_unique",2.07296898496528,7.70184925049733e-06,TRUE
"LOC105371734",1,0,1,"TEAD1_unique",-0.428882092794902,0.799035831879296,FALSE
"LOC105371773",3,1,2,"Shared_equivalent;TEAD1_unique;TES_unique",1.22572829685555,0.351016483696766,FALSE
"LOC105371795",1,1,0,"TEAD1_unique",-0.375879475385539,0.384974281142217,FALSE
"LOC105371855",1,1,0,"Shared_high",0.06791246077592,0.936941586408373,FALSE
"LOC105371899",1,0,1,"TEAD1_unique",-1.18553947529744,0.487799745533629,FALSE
"LOC105371956",1,1,0,"TEAD1_unique",2.0696334483132,5.42316993784246e-05,TRUE
"LOC105372145",1,0,1,"TES_unique",-2.53822423040915,2.05852919227117e-09,TRUE
"LOC105372703",2,1,1,"Shared_high;TEAD1_unique",0.10342666589082,0.724747173596048,FALSE
"LOC105372988",4,2,2,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique",-1.36757654549954,0.400335328008097,FALSE
"LOC105373418",1,1,0,"TEAD1_unique",-1.42501893509744,0.144851953507974,FALSE
"LOC105373429",1,1,0,"TEAD1_unique",0.62862184724469,0.256467736750378,FALSE
"LOC105373432",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",-2.92555573238383,0.157691460841085,FALSE
"LOC105373436",1,0,1,"TEAD1_unique",-4.34863101159129,0.0117602671840163,TRUE
"LOC105373508",2,1,1,"Shared_high;TEAD1_unique",-2.2331161321262,0.151911291023829,FALSE
"LOC105373682",4,1,3,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-6.00323840490122,0.000127049822541721,TRUE
"LOC105374524",4,1,3,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TES_unique",-1.13119365464908,0.266141905422326,FALSE
"LOC105374736",1,0,1,"TES_unique",-2.00481020129939,0.299345234115395,FALSE
"LOC105374811",2,0,2,"Shared_TEAD1_dominant;Shared_TES_dominant",-1.94002782690129,5.17953792587962e-10,TRUE
"LOC105374943",1,0,1,"Shared_TES_dominant",-0.0299628507073615,0.987430489679072,FALSE
"LOC105374988",1,0,1,"TES_unique",0.745286912095153,0.399896257746977,FALSE
"LOC105375082",1,0,1,"TES_unique",-4.27805826976118,0.0147444238354382,TRUE
"LOC105375118",1,0,1,"TEAD1_unique",2.05141157266395,0.271040412425887,FALSE
"LOC105375170",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.193314993196713,0.701672267313453,FALSE
"LOC105375523",4,2,2,"TEAD1_unique;TES_unique",1.70348445728628,1.04344719216911e-13,TRUE
"LOC105375635",1,1,0,"TES_unique",0.216715999164972,0.843296677329001,FALSE
"LOC105375754",2,1,1,"Shared_TES_dominant;TES_unique",-2.40448590493677,0.000122356773007441,TRUE
"LOC105375844",1,0,1,"Shared_high",-3.85269166672517,1.39519718074449e-22,TRUE
"LOC105375903",1,1,0,"TES_unique",0.633386857107138,0.124209941091728,FALSE
"LOC105375924",1,1,0,"TES_unique",1.60115540260497,0.0428547543173474,TRUE
"LOC105376244",2,0,2,"TEAD1_unique;TES_unique",0.128027387753382,0.671813590578253,FALSE
"LOC105376292",1,0,1,"TEAD1_unique",0.665661575066417,0.436656962121893,FALSE
"LOC105376387",1,0,1,"TES_unique",3.40163596005568,2.53064541586658e-59,TRUE
"LOC105377188",2,1,1,"Shared_high;TES_unique",-2.90835476086004,9.45160205581682e-17,TRUE
"LOC105377378",1,0,1,"TES_unique",1.47963226923575,0.396540878024684,FALSE
"LOC105377448",2,1,1,"Shared_TEAD1_dominant;TEAD1_unique",2.31518453936675,0.0318403083811586,TRUE
"LOC105377663",1,1,0,"Shared_TEAD1_dominant",-2.16563230031223,0.00595506242655914,TRUE
"LOC105377724",1,0,1,"TEAD1_unique",2.74071910954934,0.181619235671969,FALSE
"LOC105377730",1,1,0,"TEAD1_unique",2.17215977341754,0.134473446843824,FALSE
"LOC105377862",1,0,1,"Shared_TES_dominant",-0.41131951918708,0.837767483371936,FALSE
"LOC105378044",2,0,2,"Shared_equivalent;TES_unique",-1.67054560964777,0.0413735423127945,TRUE
"LOC105378318",4,1,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",0.751904027801838,0.117280975921746,FALSE
"LOC105378736",1,0,1,"TEAD1_unique",3.7999913742659,0.0260451391710937,TRUE
"LOC105378933",1,0,1,"Shared_TES_dominant",1.029627636817,0.500423437971886,FALSE
"LOC105378976",1,1,0,"Shared_TES_dominant",-2.42366127723422,0.000302078896649266,TRUE
"LOC105378979",1,0,1,"TES_unique",1.48102561921231,0.253757251949361,FALSE
"LOC105379130",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;Shared_high;TES_unique",1.27687807972349,0.0720944796146447,FALSE
"LOC105379301",3,1,2,"Shared_TES_dominant;Shared_equivalent;Shared_high",-1.0953728022616,0.613809640971695,FALSE
"LOC105379839",1,0,1,"Shared_TES_dominant",0.596111888654597,0.587326655681821,FALSE
"LOC107984172",3,0,3,"Shared_TES_dominant;TEAD1_unique;TES_unique",3.2268711032757,0.212444271882476,FALSE
"LOC107984236",3,0,3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",-0.563105977720448,0.808582812502328,FALSE
"LOC107984270",1,0,1,"TEAD1_unique",5.25342088204589,3.21295885937614e-08,TRUE
"LOC107986163",1,1,0,"TES_unique",-0.416541738313544,0.0934060351263699,FALSE
"LOC107986178",3,2,1,"Shared_equivalent;TEAD1_unique;TES_unique",2.43352344804111,0.300606342159316,FALSE
"LOC107986524",1,1,0,"TEAD1_unique",0.517095798050804,0.170140838418769,FALSE
"LOC107986742",2,0,2,"Shared_high;TEAD1_unique",-0.266658740648742,0.73706588664847,FALSE
"LOC107986821",3,0,3,"Shared_high;TEAD1_unique;TES_unique",-1.70807382908889,0.00844970525888557,TRUE
"LOC107986837",1,0,1,"TES_unique",-2.12772256438257,0.179738034175654,FALSE
"LOC107987014",1,0,1,"TEAD1_unique",0.213593330068235,0.653878498669233,FALSE
"LOC112267986",1,1,0,"TES_unique",4.49898608436375,1.07566113165205e-08,TRUE
"LOC124900179",1,0,1,"TES_unique",1.39671079250954,0.0662502811016284,FALSE
"LOC124900180",1,0,1,"TES_unique",-0.150372047387608,0.786512374241208,FALSE
"LOC124900205",2,0,2,"Shared_equivalent;TES_unique",-1.59421641334792,0.300167343441459,FALSE
"LOC124900217",2,0,2,"Shared_TES_dominant;TEAD1_unique",-0.237925843270579,0.498675965959807,FALSE
"LOC124900237",1,0,1,"TES_unique",-1.23460835736748,0.327401584047596,FALSE
"LOC124900239",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-3.44564428316728,0.00057024691609503,TRUE
"LOC124900256",1,1,0,"Shared_TES_dominant",-3.53395852668258,1.46601495989513e-10,TRUE
"LOC124900275",1,0,1,"TEAD1_unique",-1.60349571109709,1.26786407994007e-37,TRUE
"LOC124900277",1,0,1,"TES_unique",2.09565589112509,0.255555946468426,FALSE
"LOC124900293",2,1,1,"TEAD1_unique;TES_unique",1.07871385471487,0.438638956586279,FALSE
"LOC124900346",1,1,0,"TES_unique",-0.569118179286045,0.580550918719777,FALSE
"LOC124900369",2,2,0,"Shared_TES_dominant;TEAD1_unique",3.73797631103369,0.0252897868866904,TRUE
"LOC124900422",4,0,4,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique",-0.181309446647306,0.945464307186036,FALSE
"LOC124900429",1,0,1,"Shared_high",-0.407131778183426,0.718078803607274,FALSE
"LOC124900476",1,0,1,"Shared_high",-1.90817333106553,3.00584863920407e-05,TRUE
"LOC124900488",1,0,1,"TES_unique",0.88663389496604,0.408898476709601,FALSE
"LOC124900503",1,0,1,"TES_unique",-0.187397756457732,0.937796986941068,FALSE
"LOC124900560",2,0,2,"Shared_TES_dominant;TES_unique",1.02883682817298,0.145342007221831,FALSE
"LOC124900600",1,0,1,"Shared_TES_dominant",1.19746641103757,0.618701328888886,FALSE
"LOC124900711",1,0,1,"TEAD1_unique",1.59523388642328,0.0236935986712687,TRUE
"LOC124900778",2,0,2,"TEAD1_unique;TES_unique",-0.668813544796916,0.622177614381441,FALSE
"LOC124900787",1,0,1,"TEAD1_unique",-0.901602531945849,0.459510955407342,FALSE
"LOC124900792",1,0,1,"TES_unique",-0.295559376564666,0.815796548060565,FALSE
"LOC124900964",1,1,0,"TEAD1_unique",-1.8953465742138,0.225543545428137,FALSE
"LOC124901310",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",3.76044905643533,0.0624009542597373,FALSE
"LOC124901333",2,0,2,"Shared_TEAD1_dominant;Shared_TES_dominant",-0.505518749188512,0.275355358450911,FALSE
"LOC124901358",3,2,1,"Shared_TEAD1_dominant;Shared_high;TEAD1_unique",2.95193922294729,0.000644085176222256,TRUE
"LOC124901427",1,1,0,"TEAD1_unique",-1.98095144720025,0.226031803140161,FALSE
"LOC124901447",1,1,0,"TES_unique",-0.035304547561711,0.935848982765352,FALSE
"LOC124901612",2,0,2,"Shared_TES_dominant;TES_unique",0.497781585388708,0.455543942889961,FALSE
"LOC124901628",2,0,2,"TEAD1_unique;TES_unique",-1.42998566584107,0.00820272046884765,TRUE
"LOC124901632",2,0,2,"Shared_TES_dominant;TES_unique",0.473398259146238,0.139282526841875,FALSE
"LOC124901661",1,0,1,"TES_unique",-2.14081875679411,0.000864040194117426,TRUE
