"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO:1902099",5.2355865870001e-08,5.7709994040103e-06,0.719512826338911,-0.553839181166162,-2.15452165110758,94,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;CENPE;INCENP;CDC6;SPDL1;RIOK2;CENPF;NEK6;BCL7A;ACTB;TRIP13;MAD2L1;DPF2;FBXO5;MAD1L1;APC;RB1;PHF10;XRCC3"
"GO:0007088",5.77067354188254e-08,6.24301385771811e-06,0.719512826338911,-0.520790275014968,-2.09408912098044,117,"TGFA;DLGAP5;CDCA8;EDN1;UBE2C;CDC25C;TTK;MKI67;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;AURKA;SKA3;KNL1;ESPL1;NUF2;NEK2;PLK1;NUSAP1;BUB1B;BUB1;CDCA2;HASPIN;KIF20B;BORA;PKMYT1;INCENP;CHEK1;OBSL1;SPDL1;TOM1L1"
"GO:0030261",8.16311160538439e-08,8.67070872702829e-06,0.704975715167238,-0.702556907975246,-2.33558719690928,41,"H1-0;H1-5;H1-3;TOP2A;H1-2;CDK1;CDCA5;H1-4;NCAPG;PLK1;NUSAP1;NCAPG2;NCAPD2;H1-10"
"GO:0031424",8.85223533981147e-08,9.23477836699618e-06,0.704975715167238,0.782025692665952,2.20965160877948,31,"KRT17;KRT6A;KRT16;KRT75;KRT5;SFN;CDH3;CERS3;CYP26B1;KRT85;CNFN;TCHH;PPL"
"GO:0061644",9.32282419887478e-08,9.55507701225026e-06,0.704975715167238,-0.870374053994236,-2.31269731821794,16,"H2AC4;H4C1;H4C5;H4C3;H4C4;H2AC8;H4C2;H4C16;H4C8;H4C6;CENPA;H4C14;H4C9"
"GO:1901991",1.21313211252438e-07,1.22191686230473e-05,0.690132458796796,-0.453794067096419,-1.92585284812887,181,"CDCA8;GTSE1;TTK;AURKB;BIRC5;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;CCL2;SKA3;CDK1;KNL1;NUF2;PLK1;DTL;BUB1B;PKD2;BUB1;HASPIN;NBN;PRKDC;PLK2;TICRR;PKMYT1;BRCA1;CDK2;BARD1;INCENP;CHEK1;JADE1;CDC6;SPDL1;PRMT2;KANK2;CENPF;RAD50;SLFN11;TRIP13;MAD2L1;BABAM2;CCND1;EZH2;FBXO5;RFWD3;RPS27L;DLG1;ETAA1;MAD1L1;PABIR1;APC;MYO16;GPR132;RB1"
"GO:0045839",3.08765002706183e-07,3.05729685730427e-05,0.674962860011025,-0.627937865804847,-2.23956077360916,58,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;CHEK1;SPDL1;TOM1L1"
"GO:0051315",3.7947163185237e-07,3.69478878880257e-05,0.674962860011025,-0.774347158789632,-2.32778417683323,26,"CDCA8;AURKB;BIRC5;NDC80;SKA3;CDK1;NUF2;SKA2;CENPE;INCENP;CDT1;KIF2C"
"GO:0033044",4.68909505316538e-07,4.49076939353969e-05,0.674962860011025,-0.391579265280394,-1.7208710099379,253,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;TOP2A;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;CDK1;KNL1;ESPL1;NUF2;NEK2;NCAPG;PLK1;PIF1;BUB1B;FBXO4;BUB1;NCAPG2;HASPIN;NBN;CENPE;NAF1;CDK2;INCENP;FEN1;TACC3;CDC6;XRCC1;NCAPD2;SPDL1;SLF2;ANAPC1;RIOK2;CENPF;NEK6;RAD50;BCL7A;ACTB;TRIP13;MYC;HSP90AA1;MAD2L1;DPF2;STN1;FBXO5;NSMCE3;SMC5;CENPV;LIG4;MAD1L1;MAPK1;APC;GNL3L;CCT6A;RB1;PHF10;XRCC3;XRCC5;PML;LMNA;HNRNPU;USP7;HNRNPD;ATF7IP;CTNNB1;HNRNPA1;SMARCA5;KNTC1;SMARCD3;ACTR8;ATM;CDC27;SENP6;BAZ1B;TRIM28;KLHL22;TERF1;NABP2"
"GO:1901976",5.28275250940701e-07,4.97771615483157e-05,0.659444398037935,-0.658603468382835,-2.25635325978133,47,"CDCA8;BRCA2;AURKB;BIRC5;CCNB1;ZWINT;NDC80;SKA3;KNL1;FBXO4;RNASEH2B;BRCA1;BARD1;INCENP;WDR76;RAD51;MAD2L1;BABAM2;RFWD3;CRY1;ETAA1;MAD1L1"
"GO:1901970",1.17120475829705e-06,0.000108606003142402,0.643551836150722,-0.801341457244126,-2.24911971289073,20,"DLGAP5;CDCA8;UBE2C;AURKB;BIRC5;CDC20;SKA3;ESPL1"
"GO:0051225",2.42164307859079e-06,0.000221050607267615,0.627256739718528,-0.471240377875721,-1.92268084743891,129,"CDCA8;AURKB;BIRC5;KIFC1;MYBL2;CDC20;NDC80;ASPM;KIF23;TPX2;AURKA;SKA3;NEK2;PLK1;KIF15;CENPJ;RIPOR2;SPAG5;HAUS4;SKA2;UHRF1;CCNB2;MZT1;HAUS8;GPSM2;INCENP;TUBGCP3;PRC1;TUBB;DYNC1H1;NEK6;RACGAP1"
"GO:0007098",2.6043211080772e-06,0.000234068367898262,0.627256739718528,-0.452020223357428,-1.85863358828151,137,"BRCA2;NDC80;C10orf90;AURKA;CDK1;TUBE1;NEK2;KIF3A;PLK1;KIF15;SGO1;CENPJ;PLK4;PCLAF;PKD2;WDR62;HAUS4;CEP295;PLK2;CEP295NL;HAUS8;BRCA1;CDK2;MDM1;CHEK1;PPP1R12A;RBM14;CHORDC1;CCDC102B;CCNL1;CENATAC;SLC16A1;XRCC2;CEP120;PARD6B;CEP135;CCNF;CNTLN;XRCC3;CEP131;NDE1;HAUS7;CEP68;HAUS3;CTNNB1;UBXN2B;RTTN;TRIM37;FBXW5;PDCD6IP;STIL;ITGB1BP2;CEP250;ODF2;CEP152;KAT2B;CDK5RAP2;ARHGEF10"
"GO:0090068",2.98634995796104e-06,0.000264337219006188,0.627256739718528,-0.390286635609163,-1.71262121718813,244,"DDR2;TGFA;DLGAP5;RRM2;CDCA8;EDN1;UBE2C;CDC25C;AURKB;BIRC5;E2F7;CCNB1;CDC20;NDC80;KIF23;RAD51AP1;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;NCAPG;E2F8;DTL;NUSAP1;ANXA1;CENPJ;ECT2;PLK4;SPAG5;FAM83D;BUB1;NCAPG2;PLCB1;CDC25A;DBF4B;KIF20B;CEP295;MIR221;MIR222;DRD2;EGFR;GPSM2;INCENP;FEN1;KIF14;CDC6;NCAPD2;SLF2;RHNO1;DYRK3;DYNC1H1;RACGAP1;PBX1;PLSCR1;BTC;MAD2L1;CCND1;DBF4;TFDP1;CDC25B;RDX;EZH2;FBXO5;PHIP;PKP4;CEP120;SMC5;TAS2R13;CENPV;MAD1L1"
"GO:0051783",3.25508439032049e-06,0.000283823925496303,0.627256739718528,-0.454674429506997,-1.87227086245648,142,"TGFA;DLGAP5;CDCA8;EDN1;UBE2C;CDC25C;TTK;MKI67;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;RAD51AP1;AURKA;SKA3;KNL1;ESPL1;NUF2;NEK2;PLK1;NUSAP1;BUB1B;BUB1;CDCA2;PLCB1;HASPIN;KIF20B;BORA;PKMYT1;INCENP;CHEK1;OBSL1;SPDL1;TOM1L1"
"GO:0000910",4.7688901679285e-06,0.000409703770015269,0.610526878385931,-0.413527800021514,-1.74995245440185,177,"IQGAP3;CDCA8;KIF20A;BRCA2;AURKB;BIRC5;E2F7;KIF23;AURKA;ESPL1;E2F8;PLK1;NUSAP1;ECT2;ANLN;SPTBN1;CENPA;KIF20B;DRD2;SNX33;INCENP;KLHL9;KIF14;CDC6;CKAP2;KIF13A;PRC1;RACGAP1;SNX18;MYH9;SEPTIN9;SEPTIN10;SNX9;EXOC5;ANK3;CDC25B;PKP4;TAS2R13;CENPV;ZNF365;SEPTIN1;APC;PLEC;CUL7;TMEM250;RASA1;SEPTIN7"
"GO:0045652",6.31378919585057e-06,0.000534567485248681,0.610526878385931,-0.674064373540105,-2.14486269111089,33,"H4C1;H4C5;H4C3;H4C4;H4C2;H4C16;H4C8;H4C6;HMGB2;H4C14;H4C9;LOX;FAXDC2;H4C15;MEF2C"
"GO:0040029",6.72908157565877e-06,0.000561589922357122,0.610526878385931,-0.368403663120841,-1.62987294176846,265,"H2AC4;H3C3;H3C7;H3C2;H1-0;H2AL3;H3C11;H3C8;H2AC16;H3C1;H2AC8;RNF2;H2AC13;ARB2A;H2AC21;H3C10;HELLS;PHF19;HDAC9;H2AC20;H2AC12;DPY30;CBX5;LMNB1;H2AP;UHRF1;DIRAS3;SMARCAD1;BRCA1;CDK2;WT1;CHEK1;TET1;FKBP6;H3C6;RBM14;GPX1;APOBEC3C;MACROH2A2;KLF2;H2AC15;H2AC18;ZDBF2;HIPK2;H2AZ2;FAM47E;MOV10L1;HMGB1;MYC;H2AX;APOBEC3F;H2AC11;EZH2;H2AZ1;H2AC25;KDM5A;CENPV;SCMH1;LMNB2;BAZ1A"
"GO:0051784",7.17820064509025e-06,0.00059063448124813,0.610526878385931,-0.564597254927418,-2.05467893833447,65,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;CHEK1;SPDL1;TOM1L1"
"GO:0045787",1.04390766620276e-05,0.000847015081382848,0.593325476396405,-0.352354334933812,-1.59274400459707,326,"DDR2;TGFA;DLGAP5;RRM2;CDCA8;EDN1;UBE2C;CDC25C;BRCA2;AURKB;BIRC5;YTHDC2;E2F7;CCNB1;CDC20;NDC80;KIF23;RAD51AP1;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;NCAPG;E2F8;DTL;NUSAP1;ANXA1;CENPJ;ECT2;PLK4;SPAG5;CITED2;FAM83D;BUB1;NCAPG2;PLCB1;CDC25A;DBF4B;KIF20B;CEP295;MIR221;MIR222;DRD2;EGFR;GPSM2;INCENP;DUSP3;FEN1;KIF14;CHEK1;CDC6;NCAPD2;NKX3-1;SLF2;CCPG1;RHNO1;DYRK3;SPDYE2;DYNC1H1;SPDYE16;RACGAP1;SPDYE6;SPDYE2B;SHB;PBX1;PLSCR1;BTC;RARA;MAD2L1;CCND1;DBF4;TFDP1;CDC25B;MIR26B;RDX;EZH2;FBXO5;PHIP;PKP4;ASNS;CEP120;SMC5;TAS2R13;CENPV;MAD1L1;NR2E1"
"GO:0006261",1.15602116923145e-05,0.000925133653513714,0.593325476396405,-0.42420838481636,-1.7787917311169,159,"BRCA2;E2F7;TK1;POLQ;E2F8;EXO1;MCM10;GINS1;CDC45;TRAIP;NBN;GINS2;DBF4B;NUCKS1;POLA2;TICRR;BRCA1;CDK2;BARD1;FEN1;SAMHD1;CDC6;CDT1;MCM6;MMS22L;DACH1;CDK2AP1;FAM111A;RFC2;POLD2;RAD50;SLFN11;RAD51;MCMBP;DBF4;FBXO5;RFWD3;ORC3;MCM4;ETAA1;FANCM;ZNF365;BAZ1A;POLD1;MCM7;CHTF8;CDC7;EME1;EXD2;TIPIN;CCNE1;GMNN;PURA;RRM1;RRM2B;RFC3;MCM3;DNA2;ENDOG;TERF1;TONSL;RFC1;POLRMT;PCNA;CCNE2"
"GO:0090231",1.27790274184925e-05,0.00100885240782207,0.593325476396405,-0.730604735436846,-2.15746778996498,24,"CDCA8;AURKB;BIRC5;CCNB1;ZWINT;NDC80;SKA3;KNL1"
"GO:0000281",1.41757065294165e-05,0.00107917465498601,0.593325476396405,-0.492918347333213,-1.90899111513912,92,"IQGAP3;CDCA8;KIF20A;AURKB;BIRC5;KIF23;ESPL1;PLK1;NUSAP1;ECT2;ANLN;SPTBN1;CENPA;KIF20B;SNX33;INCENP;CKAP2;RACGAP1;SNX18;SNX9;EXOC5;ANK3"
"GO:0045653",1.42790839917928e-05,0.00107917465498601,0.593325476396405,-0.80586096064761,-2.14127761965502,16,"H4C1;H4C5;H4C3;H4C4;H4C2;H4C16;H4C8;H4C6;H4C14;H4C9"
"GO:0045930",1.43499056540488e-05,0.00107917465498601,0.593325476396405,-0.38566568696061,-1.6772751617155,226,"CDCA8;GTSE1;TTK;AURKB;BIRC5;YTHDC2;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;CCL2;SKA3;CDK1;KNL1;FANCD2;NUF2;PLK1;DTL;BUB1B;PKD2;BUB1;HASPIN;NBN;PRKDC;PLK2;TICRR;PKMYT1;BRCA1;CDK2;EGFR;BARD1;INCENP;CHEK1;JADE1;CDC6;STK33;SPDL1;TOM1L1;PRMT2;KANK2;CENPF;RAD50;SLFN11;ANGEL2;TRIP13;MAD2L1;BABAM2;CCND1;EZH2;FBXO5;RFWD3;RPS27L;DLG1;ETAA1;MAD1L1;PABIR1;APC;XPC;MYO16;GPR132;RB1;XRCC3;ZFP36L2;PML;MDC1;EME1;TIPIN"
"GO:1901992",1.44086996044007e-05,0.00107917465498601,0.593325476396405,-0.500962602499932,-1.93649092744031,91,"DDR2;DLGAP5;RRM2;UBE2C;CDC25C;BIRC5;CCNB1;CDC20;SKA3;CDK1;ESPL1;CDCA5;DTL;ANXA1;CENPJ;PLCB1;CDC25A;DBF4B;MIR221;MIR222;EGFR;CDC6"
"GO:0006260",1.4614302738682e-05,0.00108071843796684,0.593325476396405,-0.367096310294678,-1.62467810130966,267,"BRCA2;E2F7;TK1;NFIB;CDK1;POLQ;E2F8;CCNA2;PIF1;DTL;NFIX;EXO1;MCM10;PCLAF;GINS1;POLI;CDC45;TRAIP;NBN;CDC25A;GINS2;DBF4B;NUCKS1;POLA2;FAM111B;TICRR;DHX9;BRCA1;CDK2;EGFR;BARD1;FEN1;CHEK1;DUT;SAMHD1;JADE1;CDC6;CDT1;NFIC;MCM6;MMS22L;DACH1;NAP1L1;CDK2AP1;FAM111A;RFC2;POLD2;RBMS1;RAD50;SLFN11;ESCO2;RAD51;MCMBP;JADE2;JADE3;DBF4;STN1;FBXO5;RFWD3;ORC3;MCM4;ETAA1;CHAF1A;FANCM;ZNF365;BAZ1A"
"GO:1905820",1.78444888404163e-05,0.0013030937975714,0.575610261071129,-0.679575957387704,-2.12442156349253,31,"DLGAP5;CDCA8;UBE2C;AURKB;BIRC5;CDC20;SKA3;ESPL1;NCAPG;NCAPG2;INCENP;NCAPD2"
"GO:0051988",1.86182457037931e-05,0.00134281223952543,0.575610261071129,-0.735853741231955,-2.14658612046237,23,"CDCA8;AURKB;BIRC5;CCNB1;CDK1;NEK2;ECT2;SPAG5;KNSTRN;INCENP"
"GO:0032465",2.03487828916348e-05,0.00144972670308452,0.575610261071129,-0.506350436788049,-1.93130689897226,84,"CDCA8;KIF20A;BRCA2;AURKB;BIRC5;E2F7;KIF23;AURKA;E2F8;PLK1;ECT2;KIF20B;DRD2;INCENP;KLHL9;KIF14;CDC6;KIF13A;PRC1;RACGAP1;CDC25B;PKP4;TAS2R13;CENPV"
"GO:0008037",2.49780255385886e-05,0.00175809186983656,0.575610261071129,0.508652374419946,1.79634978873879,124,"PRF1;CLEC7A;MYPN;ZP2;MEGF10;PAEP;CCR7;PECAM1;OPCML;CNTN6;FOLR3;PRSS55;SPON2;ADGRB1;CLEC4M;COLEC12;COLEC11;TNN;NTM;SEMA5A;LBP;TNFRSF21;C4B;HSPA1L;SFTPA1;CNTNAP2;EPHB1;FCGR1A;NCR3;CNTN2;GAP43;TEX101;FUT3;FREY1;CD6;DSCAML1"
"GO:0031023",2.82151042245859e-05,0.00196229332000037,0.575610261071129,-0.423386296430076,-1.75923503327516,150,"BRCA2;NDC80;C10orf90;AURKA;CDK1;TUBE1;NEK2;KIF3A;PLK1;KIF15;SGO1;CENPJ;PLK4;PCLAF;PKD2;WDR62;HAUS4;CEP295;PLK2;CEP295NL;HAUS8;BRCA1;CDK2;MDM1;CHEK1;PPP1R12A;RBM14;CHORDC1;CCDC102B;CCNL1;CENATAC;SLC16A1;XRCC2;CEP120;GCC2;PARD6B;CEP135;CCNF;CNTLN;XRCC3;CEP131;NDE1;HAUS7;CEP68;HAUS3;CTNNB1;FOXJ1;UBXN2B;RTTN;TRIM37;FBXW5;PDCD6IP;STIL;ITGB1BP2;CEP250;ODF2;CEP152;KAT2B;CDK5RAP2;ARHGEF10"
"GO:0045931",3.58309182483255e-05,0.00246263793419667,0.557332238758646,-0.446826921198286,-1.80952689675527,121,"DDR2;DLGAP5;RRM2;UBE2C;CDC25C;BRCA2;BIRC5;CCNB1;CDC20;AURKA;SKA3;CDK1;ESPL1;CDCA5;DTL;ANXA1;CENPJ;PLCB1;CDC25A;DBF4B;MIR221;MIR222;EGFR;DUSP3;CDC6;NKX3-1"
"GO:0051984",4.96515182230792e-05,0.00337283917975847,0.557332238758646,-0.671475239186231,-2.07329464208375,29,"CDCA8;AURKB;BIRC5;CCNB1;SKA3;CDK1;NCAPG;NCAPG2;INCENP;CDC6;NCAPD2"
"GO:0030216",5.95963915838032e-05,0.00400186344405263,0.557332238758646,0.50650408666085,1.77046641383092,114,"KRT14;KRT17;KRT6A;KRT16;KRT75;KRT36;KRT5;SFN;OVOL2;SCEL;POU2F3;CDH3;OPN3;MSX2;CERS3;CYP26B1;KRT85;ETV4;MAFB;CNFN;TCHH;PPL;PRKCH;ALOX15B"
"GO:0019730",6.84531565029163e-05,0.00454435613965951,0.538434096309916,0.53440923930184,1.81310456806798,91,"KRT6A;CCL26;IGHA1;IGHM;IGHA2;GALP;CCL18;CXCL12;IGHE;CXCL13;CCL24;SPON2;IGHG4;CXCL14;COLEC11;NOD2;SLPI;BPI;H2BC12L;WFDC5;PRSS3;GNLY;RARRES2;WFDC13;SPINK5;H2BC4;WFDC3;CAMP;XCL1;PRTN3;B2M;JCHAIN;WFDC12;CCL5;CCL28"
"GO:0032886",9.18503721885075e-05,0.00602909971151979,0.538434096309916,-0.345494680956009,-1.51800275710273,252,"MID1;TACR1;AURKB;EPHA3;C10orf90;DIAPH3;TPX2;AURKA;SKA3;MAP2;NAV3;PLK1;CENPJ;GNAI1;RIPOR2;PLK4;SPAG5;KIF18A;WDR62;HAUS4;MET;BICD1;SKA2;CEP295;PLK2;CEP295NL;BORA;CDH5;TACR2;HAUS8;CFAP45;MAP1B;BRCA1;GPSM2;MDM1;TACC3;PHLDB1;CKAP2;AKAP9;ODAD2;RBM14;CHORDC1;PKD1;FGF13;DYNC1H1;ADAM7;PHLDB2;CCNL1;PRKAA2;CENATAC;HSPA1A"
"GO:0051298",0.000101199780396319,0.00642618605516628,0.538434096309916,-0.502705490209299,-1.86164918982031,71,"BRCA2;NDC80;C10orf90;CENPJ;PLK4;PKD2;WDR62;CEP295;PLK2;CEP295NL;BRCA1;CDK2;MDM1;RBM14;CHORDC1;CENATAC;CEP120;CEP135;CCNF;XRCC3;CEP131;NDE1;RTTN;TRIM37;FBXW5;PDCD6IP;STIL;ITGB1BP2;CEP152;KAT2B;CDK5RAP2;ARHGEF10"
"GO:0090266",0.000100527915950765,0.00642618605516628,0.538434096309916,-0.705494604740301,-2.05802436237019,23,"CDCA8;AURKB;BIRC5;CCNB1;NDC80;SKA3;KNL1"
"GO:1903504",0.000100527915950765,0.00642618605516628,0.538434096309916,-0.705494604740301,-2.05802436237019,23,"CDCA8;AURKB;BIRC5;CCNB1;NDC80;SKA3;KNL1"
"GO:0007064",0.0001052966537886,0.00651886418793898,0.538434096309916,-0.648675614380228,-2.02782403927061,31,"CDC20;CDCA5;SGO1;BUB1;HASPIN;SLF2;ESCO2;NAA50;SMC5;PDS5B;STAG1;RB1;CHTF8"
"GO:0031297",0.000105826802311206,0.00651886418793898,0.538434096309916,-0.555138375277839,-1.92003179030237,49,"BRCA2;POLQ;EXO1;TRAIP;NBN;NUCKS1;BRCA1;BARD1;SAMHD1;MMS22L;FAM111A;RAD50;RAD51;RFWD3;ETAA1;FANCM;ZNF365;EME1;EXD2;TIPIN"
"GO:0045638",0.000106006863720336,0.00651886418793898,0.538434096309916,-0.469881200089841,-1.79604437452353,85,"H4C1;H4C5;H4C3;H4C4;TNFRSF11B;H4C2;H4C16;H4C8;FBN1;MIR125B1;CDK6;GPR55;H4C6;TLR3;H4C14;CLDN18;H4C9;IL4;ZNF675;TNFAIP6;SFRP1;INHA;H4C15;PRDM16;HOXA7;RARA;MYC;LTF;PIK3R1;HOXB8;SKIC8;TOB2"
"GO:0045842",0.000120200765841661,0.00731471743798941,0.538434096309916,-0.773657581083143,-2.0557090423123,16,"DLGAP5;UBE2C;CDC20;SKA3;ESPL1"
"HIPPO_YAP",0.000132483574782411,0.00797906230802933,0.518848077743792,-0.706267687855139,-2.036245050069,22,"AMOTL2;LATS2;FAT3;PTPN14;TEAD4;AMOT;FAT4;FAT1;SAV1;MOB1A"
"GO:0000082",0.000140890003145322,0.0082713510179363,0.518848077743792,-0.356434058504245,-1.54777775845795,221,"DDR2;RRM2;IQGAP3;GTSE1;LATS2;ID4;E2F7;CCNB1;DACT1;CCL2;CDK1;CCNA2;CDK6;ANXA1;CENPJ;PKD2;BCAT1;PLCB1;CDC25A;PRKDC;PLK2;CCNB2;MIR221;MIR222;CDK2;EGFR;KIF14;JADE1;CDC6;CCNB3;CDKN3;CDKN2D;CCNH;PRMT2;KANK2;PKD1;SLFN11;BCL7A;ACTB;MYC;CCND1;DBF4;TFDP1;DPF2;RDX;SKP2;EZH2;RFWD3;PTPN6;RPS27L;DLG1;CCNI;APC;PPP3CA;CCNF;MYO16;LATS1;GPR132;RB1;CCNG2;PHF10;PML;CDC7;LSM10;CCNE1;KHDRBS1;DDX3X;MBLAC1;CDKN1A;CUL4B;SMARCD3;RRM1;TRIAP1;TMEM14B;ATM"
"GO:0061640",0.000138755772307206,0.0082713510179363,0.518848077743792,-0.428609889977454,-1.7255074625611,118,"IQGAP3;CDCA8;KIF20A;AURKB;BIRC5;KIF23;ESPL1;PLK1;NUSAP1;ECT2;ANLN;SPTBN1;CENPA;KIF20B;SNX33;INCENP;CKAP2;RACGAP1;SNX18;SEPTIN9;SEPTIN10;SNX9;EXOC5;ANK3;ZNF365;SEPTIN1;APC;PLEC;CUL7;TMEM250;RASA1;SEPTIN7"
"GO:1903490",0.000141584235158102,0.0082713510179363,0.518848077743792,-0.804573710004056,-2.02402344681279,13,"CDCA8;AURKB;BIRC5;ECT2;KIF20B;INCENP"
"GO:0009913",0.000166707930328392,0.00964265078196499,0.518848077743792,0.448137857051281,1.65120698874919,178,"KRT14;KRT17;KRT6A;KRT16;KRT75;KRT36;KRT5;SFN;MYO7A;GDF3;GLI1;OVOL2;SCEL;POU2F3;CDH3;USH1C;OPN3;MSX2;CERS3;DLL1;CYP26B1;KRT85;ETV4;MAFB;MYCL;HEY2;CNFN;TCHH;SPINK5;PPL;BMP4;PRKCH;ALOX15B"
"GO:0031589",0.000172267937955358,0.00986656170132549,0.518848077743792,-0.329312950871338,-1.48922898692893,325,"CCN2;CCN1;THBS1;PARVA;DAB2;ITGB3;ABI3BP;VCAM1;COL8A1;ITGB4;CDH11;AJUBA;NTN4;EPHA3;ITGB8;LIMCH1;NDNF;POPDC1;DOCK1;FN1;CDK6;RIN2;CCDC80;CD36;VEGFA;ANGPTL3;ITGBL1;EMP2;PTPRK;ANGPT1;RAC3;AXL;PTPRO;MYADM;ITGA4;SDC4;NRP1;CD34;HAS2;EFNA1;SORBS1;PLEKHA2;DUSP3;TRIP6;KIF14;FBLN1;TRIOBP;COL5A3;FOXF1;MMP14;HOXD3;THY1;SFRP1;ACTN1;TYRO3;LAMA5;ACTN4;FERMT2;ITGA3;PKD1;BST1;ITGAM;CDH13;PHLDB2;FUT1;KANK1;HOXA7;ADAMTS12;ITGA2;CX3CL1;EGFLAM;ADAMTS9;STON1;CSF1;SGCE;DOCK5;ARHGAP6;UTRN;ADAM9;S100A10;NF2;HACD1;ONECUT1;PRKCZ;CD44;EDIL3;PIK3R1;COL16A1;SRGAP2;SMAD3"
"GO:1902412",0.000212998649543859,0.0120809525304391,0.518848077743792,-0.763097454189466,-2.02764940860083,16,"CDCA8;AURKB;BIRC5;ECT2;KIF20B;INCENP"
"GO:0042770",0.000230291458198308,0.0129361797961011,0.518848077743792,-0.364104663788177,-1.55324461607655,187,"GTSE1;BRCA2;E2F7;ANKRD1;CDK1;FOXM1;FANCD2;PLK1;DTL;NDRG1;FBXO4;UFL1;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;TFAP4;TWIST1;BARD1;CHEK1;STK33;RHNO1;SPRED1;RPS6KA6;DYRK3;BRIP1;WDR76;BCL3;HIPK2;DDX5;RAD51;MYO6;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CD44;CRY1;RPS27L;ETAA1;MDM4;XPC;SNAI2;MIF;MAP2K6;PML;MDC1;EME1;TIPIN"
"GO:1901989",0.000238806608176303,0.0132867448091997,0.518848077743792,-0.427154345047066,-1.70651004082635,111,"DDR2;DLGAP5;RRM2;UBE2C;CDC25C;BIRC5;CCNB1;CDC20;SKA3;CDK1;ESPL1;CDCA5;DTL;ANXA1;CENPJ;FAM83D;PLCB1;CDC25A;DBF4B;MIR221;MIR222;EGFR;CDC6;DYRK3;PBX1;CCND1;TFDP1;CDC25B;RDX;EZH2;FBXO5"
"GO:0000212",0.000270442843354124,0.0149049725554225,0.49849310876659,-0.713382811862761,-2.00224677070358,20,"NDC80;ASPM;AURKA;SKA3;ESPL1;SKA2;CCNB2;TUBG1;MYH9;FBXO5;SEPTIN1"
"GO:0032392",0.000281048142950049,0.015344703281441,0.49849310876659,-0.466504292306085,-1.76599078040404,79,"TOP2A;POLQ;HMGB3;PIF1;GINS1;CDC45;NBN;GINS2;HMGB2;ASCC3;DHX9;MCM6;BRIP1;ERCC2;RFC2;RAD50;HMGB1;RAD51;MCM4;FANCM;MCM7;CHTF8;XRCC5;DTD1;DDX3X;PURA;RFC3;MCM3;DNA2"
"GO:0031570",0.000329713043933115,0.0178350333579375,0.49849310876659,-0.394315728644436,-1.62136209792261,137,"GTSE1;BRCA2;E2F7;CDK1;FANCD2;PLK1;DTL;FBXO4;UFL1;CDC45;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;BARD1;CHEK1;CDC6;STK33;CDT1;RHNO1;BRIP1;WDR76;RAD51;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CRY1;RPS27L;ETAA1"
"GO:0048168",0.000338585648618899,0.0181469482498313,0.49849310876659,0.573349247127881,1.82055225737364,59,"VGF;SHISA6;SLC8A2;SYP;NOG;CAMK2A;CAMK2B;SYNGR1;GRIN2B;GRM5;SHISA8;GRIN1;NEURL1;CNTN2;EGR2;PPFIA3;ARC;KCNJ10;KIT;NCDN;GRIN2D"
"GO:0007586",0.000367974424196734,0.018914199706041,0.49849310876659,0.490184317704001,1.69575126467814,106,"APOA1;CRACD;NPPC;RBP4;SLC5A1;NOD2;LRCOL1;OPRK1;GHSR;MUC2;HRH2;IL10RA;PRSS3;UCN2;SOAT2;WNK3;NPC1;NPSR1;INAVA;AKR1D1;SGK1;MDK;MUC13;AQP1;MUC4;CLDN15;ARX;PGA5;HIP1R;SLC4A9;PLS1;VSIG1;CYP39A1;PTGER3;SLC2A5;CAPN9;ADRA2A;SLC26A6;AKR1C2"
"GO:0042634",0.000361260011973595,0.018914199706041,0.49849310876659,0.685251241491396,1.85862175173728,26,"KRT17;CDH3;DKK4;TRPV3;MSX2;WNT10B;NGFR;FST"
