"ensembl_id","symbol","expr_direction","n_dmrs","mean_dmr_logFC","predominant_dmr_direction"
"ENSG00000108384","RAD51C","UP",7,4.65308059546516,"Hypermethylated"
"ENSG00000108389","MTMR4","UP",3,4.33537625037076,"Hypermethylated"
"ENSG00000108395","TRIM37","DOWN",5,4.85155009071304,"Hypermethylated"
"ENSG00000108465","CDK5RAP3","UP",4,5.49607820570889,"Hypermethylated"
"ENSG00000108468","CBX1","UP",4,4.7423492866795,"Hypermethylated"
"ENSG00000108474","PIGL","DOWN",8,4.92622593145375,"Hypermethylated"
"ENSG00000108506","INTS2","UP",3,5.19179622133943,"Hypermethylated"
"ENSG00000108510","MED13","UP",6,4.57150916473381,"Hypermethylated"
"ENSG00000108515","ENO3","DOWN",2,5.91788139395942,"Hypermethylated"
"ENSG00000108557","RAI1","DOWN",9,4.73279126480858,"Hypermethylated"
"ENSG00000108582","CPD","DOWN",2,0.77998721676176,"Hypermethylated"
"ENSG00000108587","GOSR1","UP",1,5.646342577587,"Hypermethylated"
"ENSG00000108639","SYNGR2","DOWN",2,5.62234780939391,"Hypermethylated"
"ENSG00000108666","C17orf75","DOWN",3,4.25478897314653,"Hypermethylated"
"ENSG00000108669","CYTH1","UP",9,4.45775989816369,"Hypermethylated"
"ENSG00000108797","CNTNAP1","DOWN",6,5.4290727930644,"Hypermethylated"
"ENSG00000108799","EZH1","UP",3,4.21085275908709,"Hypermethylated"
"ENSG00000108819","PPP1R9B","UP",1,3.53806681404244,"Hypermethylated"
"ENSG00000108846","ABCC3","DOWN",5,4.43908878532117,"Hypermethylated"
"ENSG00000108852","MPP2","UP",1,6.22276284858787,"Hypermethylated"
"ENSG00000108861","DUSP3","DOWN",6,4.38724600602108,"Hypermethylated"
"ENSG00000108924","HLF","DOWN",1,-2.48424402196431,"Hypomethylated"
"ENSG00000108947","EFNB3","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000108950","FAM20A","UP",2,5.67110672827449,"Hypermethylated"
"ENSG00000108960","MMD","UP",1,5.96032613030607,"Hypermethylated"
"ENSG00000108984","MAP2K6","DOWN",4,5.07948987119078,"Hypermethylated"
"ENSG00000109062","NHERF1","UP",2,5.4753251451259,"Hypermethylated"
"ENSG00000109066","TMEM104","UP",17,4.32362530990782,"Hypermethylated"
"ENSG00000109099","PMP22","DOWN",4,3.6292088533836,"Hypermethylated"
"ENSG00000109220","CHIC2","DOWN",5,1.55034868769016,"Hypermethylated"
"ENSG00000109255","NMU","DOWN",2,3.40746602623761,"Hypermethylated"
"ENSG00000109265","CRACD","UP",9,3.25825857880156,"Hypermethylated"
"ENSG00000109320","NFKB1","DOWN",1,-2.48414549841163,"Hypomethylated"
"ENSG00000109339","MAPK10","DOWN",1,-3.92580892716255,"Hypomethylated"
"ENSG00000109458","GAB1","UP",1,5.80258291143102,"Hypermethylated"
"ENSG00000109501","WFS1","UP",2,5.62808739392045,"Hypermethylated"
"ENSG00000109586","GALNT7","DOWN",1,3.45477564832677,"Hypermethylated"
"ENSG00000109654","TRIM2","DOWN",3,-0.384307691176327,"Hypomethylated"
"ENSG00000109680","TBC1D19","UP",1,-2.17358900680653,"Hypomethylated"
"ENSG00000109685","NSD2","DOWN",6,4.39551504139933,"Hypermethylated"
"ENSG00000109743","BST1","DOWN",1,3.52185107284194,"Hypermethylated"
"ENSG00000109756","RAPGEF2","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000109787","KLF3","UP",2,4.15377015470244,"Hypermethylated"
"ENSG00000109805","NCAPG","DOWN",2,4.58641449911479,"Hypermethylated"
"ENSG00000109861","CTSC","DOWN",1,-3.11020835160286,"Hypomethylated"
"ENSG00000110011","DNAJC4","DOWN",1,6.24372884930512,"Hypermethylated"
"ENSG00000110047","EHD1","DOWN",2,5.94077042694606,"Hypermethylated"
"ENSG00000110057","UNC93B1","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000110063","DCPS","DOWN",3,5.84825552789029,"Hypermethylated"
"ENSG00000110066","KMT5B","UP",1,2.01781052510801,"Hypermethylated"
"ENSG00000110075","PPP6R3","DOWN",2,5.78647598227358,"Hypermethylated"
"ENSG00000110080","ST3GAL4","DOWN",7,5.26815763320672,"Hypermethylated"
"ENSG00000110090","CPT1A","DOWN",11,5.11528970052621,"Hypermethylated"
"ENSG00000110092","CCND1","DOWN",2,4.4379275920015,"Hypermethylated"
"ENSG00000110104","CCDC86","UP",1,5.54186896175924,"Hypermethylated"
"ENSG00000110237","ARHGEF17","DOWN",2,4.87932144033561,"Hypermethylated"
"ENSG00000110318","CEP126","DOWN",1,3.31259222411621,"Hypermethylated"
"ENSG00000110367","DDX6","DOWN",1,6.03313991363385,"Hypermethylated"
"ENSG00000110395","CBL","UP",5,5.32201567340446,"Hypermethylated"
"ENSG00000110400","NECTIN1","UP",4,5.65960282718541,"Hypermethylated"
"ENSG00000110436","SLC1A2","UP",2,5.69188751055104,"Hypermethylated"
"ENSG00000110514","MADD","UP",6,4.2041279844514,"Hypermethylated"
"ENSG00000110660","SLC35F2","DOWN",2,4.40429316869588,"Hypermethylated"
"ENSG00000110711","AIP","UP",1,5.61313132439937,"Hypermethylated"
"ENSG00000110841","PPFIBP1","DOWN",2,-2.11602766029996,"Hypomethylated"
"ENSG00000110844","PRPF40B","UP",1,5.62543181000885,"Hypermethylated"
"ENSG00000110911","SLC11A2","DOWN",2,5.66527721839948,"Hypermethylated"
"ENSG00000110934","BIN2","UP",1,2.8228532052034,"Hypermethylated"
"ENSG00000110987","BCL7A","DOWN",3,5.42348085439137,"Hypermethylated"
"ENSG00000111058","ACSS3","DOWN",1,-5.88107584875373,"Hypomethylated"
"ENSG00000111206","FOXM1","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000111229","ARPC3","UP",2,5.70755448971569,"Hypermethylated"
"ENSG00000111331","OAS3","DOWN",1,3.58804210965657,"Hypermethylated"
"ENSG00000111412","SPRING1","UP",1,5.88359974518812,"Hypermethylated"
"ENSG00000111602","TIMELESS","DOWN",2,5.62234780816338,"Hypermethylated"
"ENSG00000111666","CHPT1","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000111678","C12orf57","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000111684","LPCAT3","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000111696","NT5DC3","DOWN",1,-2.42699581503415,"Hypomethylated"
"ENSG00000111725","PRKAB1","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000111817","DSE","DOWN",2,5.62238617773079,"Hypermethylated"
"ENSG00000111837","MAK","DOWN",3,4.66358890668708,"Hypermethylated"
"ENSG00000111850","LINC01590","UP",1,6.16280927296792,"Hypermethylated"
"ENSG00000111850","SMIM8","UP",1,6.16280927296792,"Hypermethylated"
"ENSG00000111880","RNGTT","UP",6,4.04125385878377,"Hypermethylated"
"ENSG00000111886","GABRR2","UP",2,3.3924125917399,"Hypermethylated"
"ENSG00000111913","RIPOR2","DOWN",6,4.79543358995473,"Hypermethylated"
"ENSG00000111962","UST","DOWN",5,2.24100865816414,"Hypermethylated"
"ENSG00000112033","PPARD","DOWN",9,4.79345652276424,"Hypermethylated"
"ENSG00000112053","SLC26A8","UP",1,5.6254126256071,"Hypermethylated"
"ENSG00000112078","KCTD20","DOWN",1,5.62547017957618,"Hypermethylated"
"ENSG00000112139","MDGA1","UP",4,5.42359369383864,"Hypermethylated"
"ENSG00000112159","MDN1","UP",2,5.66751469979318,"Hypermethylated"
"ENSG00000112182","BACH2","DOWN",1,5.42348725001239,"Hypermethylated"
"ENSG00000112200","ZNF451","DOWN",3,2.67970829310708,"Hypermethylated"
"ENSG00000112234","FBXL4","DOWN",1,5.74424382130658,"Hypermethylated"
"ENSG00000112246","SIM1","DOWN",1,6.29250188520547,"Hypermethylated"
"ENSG00000112249","ASCC3","DOWN",4,2.53812979850863,"Hypermethylated"
"ENSG00000112276","POPDC1","DOWN",1,-3.92711440829576,"Hypomethylated"
"ENSG00000112297","CRYBG1","DOWN",2,4.25329867930775,"Hypermethylated"
"ENSG00000112305","SMAP1","DOWN",3,4.88260094461334,"Hypermethylated"
"ENSG00000112319","EYA4","DOWN",2,4.63510948930105,"Hypermethylated"
"ENSG00000112320","SOBP","DOWN",1,6.00514188021214,"Hypermethylated"
"ENSG00000112333","NR2E1","DOWN",2,4.5022146959863,"Hypermethylated"
"ENSG00000112335","SNX3","UP",3,5.62831166075977,"Hypermethylated"
"ENSG00000112367","FIG4","UP",2,1.04727725660234,"Hypermethylated"
"ENSG00000112406","HECA","UP",1,5.63072658534966,"Hypermethylated"
"ENSG00000112599","GUCA1B","UP",2,4.19779041670071,"Hypermethylated"
"ENSG00000112619","PRPH2","UP",3,4.9579628080301,"Hypermethylated"
"ENSG00000112640","PPP2R5D","DOWN",2,4.06912697571832,"Hypermethylated"
"ENSG00000112655","PTK7","DOWN",3,5.24555228110244,"Hypermethylated"
"ENSG00000112659","CUL9","DOWN",2,5.57673044356983,"Hypermethylated"
"ENSG00000112679","DUSP22","UP",1,5.52052301998523,"Hypermethylated"
"ENSG00000112701","SENP6","DOWN",1,-2.3215646109845,"Hypomethylated"
"ENSG00000112739","PRP4K","UP",2,0.2507278446638,"Hypermethylated"
"ENSG00000112759","SLC29A1","DOWN",1,3.75881149249827,"Hypermethylated"
"ENSG00000112851","ERBIN","DOWN",1,6.10619563216941,"Hypermethylated"
"ENSG00000112902","SEMA5A","UP",3,2.59617425267389,"Hypermethylated"
"ENSG00000112977","DAP","DOWN",2,4.62717625267023,"Hypermethylated"
"ENSG00000112992","NNT","DOWN",2,1.01660581932591,"Hypermethylated"
"ENSG00000113068","PFDN1","UP",2,5.90961682574963,"Hypermethylated"
"ENSG00000113073","SLC4A9","UP",1,5.63072640973041,"Hypermethylated"
"ENSG00000113108","APBB3","DOWN",1,5.69838424445862,"Hypermethylated"
"ENSG00000113163","CERT1","UP",2,4.88627122445916,"Hypermethylated"
"ENSG00000113194","FAF2","UP",2,5.62544140233703,"Hypermethylated"
"ENSG00000113269","RNF130","UP",8,3.80207732675533,"Hypermethylated"
"ENSG00000113272","THG1L","DOWN",1,5.42348725001239,"Hypermethylated"
"ENSG00000113312","TTC1","UP",2,5.59653269187671,"Hypermethylated"
"ENSG00000113360","DROSHA","DOWN",1,-2.31579980811587,"Hypomethylated"
"ENSG00000113368","LMNB1","DOWN",2,4.43763796481455,"Hypermethylated"
"ENSG00000113389","NPR3","DOWN",2,4.72995895421151,"Hypermethylated"
"ENSG00000113391","ARB2A","DOWN",2,4.80874999778549,"Hypermethylated"
"ENSG00000113448","PDE4D","DOWN",4,-0.20901010499088,"Hypomethylated"
"ENSG00000113522","RAD50","DOWN",1,5.6254126256071,"Hypermethylated"
"ENSG00000113569","NUP155","DOWN",7,4.62932175750763,"Hypermethylated"
"ENSG00000113575","PPP2CA","DOWN",3,4.06270671236417,"Hypermethylated"
"ENSG00000113578","FGF1","DOWN",4,2.56452285546603,"Hypermethylated"
"ENSG00000113597","TRAPPC13","UP",1,3.52088791558351,"Hypermethylated"
"ENSG00000113615","SEC24A","DOWN",3,5.79537490461389,"Hypermethylated"
"ENSG00000113621","TXNDC15","DOWN",1,5.4234680628946,"Hypermethylated"
"ENSG00000113643","RARS1","UP",2,5.5349171310458,"Hypermethylated"
"ENSG00000113645","WWC1","DOWN",4,5.64204692484448,"Hypermethylated"
"ENSG00000113719","ERGIC1","DOWN",9,4.78951139242774,"Hypermethylated"
"ENSG00000113721","PDGFRB","UP",3,5.67902021114372,"Hypermethylated"
"ENSG00000113732","ATP6V0E1","UP",1,5.62545099466521,"Hypermethylated"
"ENSG00000113739","STC2","DOWN",1,3.21912615706582,"Hypermethylated"
"ENSG00000113761","ZNF346","UP",2,5.62806805590987,"Hypermethylated"
"ENSG00000113838","TBCCD1","UP",4,-0.10452445969611,"Hypomethylated"
"ENSG00000114026","OGG1","UP",1,5.90728266106844,"Hypermethylated"
"ENSG00000114107","CEP70","UP",1,3.58417576797988,"Hypermethylated"
"ENSG00000114126","TFDP2","DOWN",7,4.6698448306942,"Hypermethylated"
"ENSG00000114166","KAT2B","DOWN",1,-3.92403124622349,"Hypomethylated"
"ENSG00000114251","WNT5A","DOWN",1,3.58204998411926,"Hypermethylated"
"ENSG00000114270","COL7A1","UP",5,5.03812196547611,"Hypermethylated"
"ENSG00000114279","FGF12","DOWN",10,0.836078186201559,"Hypermethylated"
"ENSG00000114302","PRKAR2A","DOWN",3,5.6171545349514,"Hypermethylated"
"ENSG00000114316","USP4","DOWN",1,5.52800989357782,"Hypermethylated"
"ENSG00000114331","ACAP2","UP",5,3.97322705454547,"Hypermethylated"
"ENSG00000114346","ECT2","DOWN",2,4.98350176138848,"Hypermethylated"
"ENSG00000114405","CEP15","DOWN",1,5.83889380083078,"Hypermethylated"
"ENSG00000114423","CBLB","DOWN",4,4.81675242038246,"Hypermethylated"
"ENSG00000114439","BBX","DOWN",1,-1.96093318980911,"Hypomethylated"
"ENSG00000114473","IQCG","DOWN",9,4.14701735561255,"Hypermethylated"
"ENSG00000114480","GBE1","DOWN",1,-1.74378939148446,"Hypomethylated"
"ENSG00000114544","SLC41A3","UP",1,5.80256372923548,"Hypermethylated"
"ENSG00000114554","PLXNA1","UP",1,5.5281785865619,"Hypermethylated"
"ENSG00000114573","ATP6V1A","DOWN",2,5.84862591139652,"Hypermethylated"
"ENSG00000114626","ABTB1","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000114739","ACVR2B","UP",2,4.73198651420309,"Hypermethylated"
"ENSG00000114742","WDR48","UP",1,-4.03955644203832,"Hypomethylated"
"ENSG00000114770","ABCC5","UP",10,4.45543639900701,"Hypermethylated"
"ENSG00000114796","KLHL24","UP",1,3.08295245952151,"Hypermethylated"
"ENSG00000114805","PLCH1","DOWN",2,5.47572938522905,"Hypermethylated"
"ENSG00000114859","CLCN2","UP",1,5.92860466620517,"Hypermethylated"
"ENSG00000114861","FOXP1","DOWN",7,1.73570212216867,"Hypermethylated"
"ENSG00000114923","SLC4A3","DOWN",1,5.4234680628946,"Hypermethylated"
"ENSG00000114978","MOB1A","DOWN",1,6.23559877375434,"Hypermethylated"
"ENSG00000114993","RTKN","UP",1,5.8070227559194,"Hypermethylated"
"ENSG00000115041","KCNIP3","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000115084","SLC35F5","UP",1,5.62543181000885,"Hypermethylated"
"ENSG00000115107","STEAP3","DOWN",3,3.97714288758056,"Hypermethylated"
"ENSG00000115109","EPB41L5","UP",1,6.23190995350817,"Hypermethylated"
"ENSG00000115112","TFCP2L1","UP",1,5.62545099466521,"Hypermethylated"
"ENSG00000115145","STAM2","UP",1,5.96032613030607,"Hypermethylated"
"ENSG00000115155","OTOF","UP",2,6.15549793274146,"Hypermethylated"
"ENSG00000115163","CENPA","DOWN",1,5.71284246317125,"Hypermethylated"
"ENSG00000115183","TANC1","DOWN",4,5.14756193875151,"Hypermethylated"
"ENSG00000115207","GTF3C2","DOWN",2,5.66913720523304,"Hypermethylated"
"ENSG00000115241","PPM1G","UP",2,4.33655971703274,"Hypermethylated"
"ENSG00000115295","CLIP4","DOWN",3,5.24817851153054,"Hypermethylated"
"ENSG00000115306","SPTBN1","DOWN",8,5.30242997935028,"Hypermethylated"
"ENSG00000115310","RTN4","DOWN",1,-3.80231927049722,"Hypomethylated"
"ENSG00000115318","LOXL3","DOWN",2,5.93559954625681,"Hypermethylated"
"ENSG00000115355","CCDC88A","DOWN",1,2.70423669294084,"Hypermethylated"
"ENSG00000115363","EVA1A","DOWN",1,-3.80595305170837,"Hypomethylated"
"ENSG00000115392","FANCL","DOWN",1,5.43007494570491,"Hypermethylated"
"ENSG00000115425","PECR","UP",1,5.6254126256071,"Hypermethylated"
"ENSG00000115459","ELMOD3","UP",3,5.01640905413108,"Hypermethylated"
"ENSG00000115461","IGFBP5","DOWN",1,5.88359974518812,"Hypermethylated"
"ENSG00000115468","EFHD1","DOWN",5,5.28516685269058,"Hypermethylated"
"ENSG00000115504","EHBP1","DOWN",2,5.72831358182312,"Hypermethylated"
"ENSG00000115523","GNLY","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000115526","CHST10","DOWN",2,4.49138304510452,"Hypermethylated"
"ENSG00000115539","PDCL3","UP",1,5.68044461644402,"Hypermethylated"
"ENSG00000115540","MOB4","DOWN",4,4.5938547488686,"Hypermethylated"
"ENSG00000115556","PLCD4","UP",1,5.96032613030607,"Hypermethylated"
"ENSG00000115561","CHMP3","UP",1,5.72814644863268,"Hypermethylated"
"ENSG00000115594","IL1R1","DOWN",4,5.06460413903947,"Hypermethylated"
"ENSG00000115641","FHL2","DOWN",2,0.8639251575892,"Hypermethylated"
"ENSG00000115687","PASK","UP",4,5.57671125851035,"Hypermethylated"
"ENSG00000115750","TAF1B","DOWN",1,-3.10755568646518,"Hypomethylated"
"ENSG00000115756","HPCAL1","DOWN",12,4.69911514723929,"Hypermethylated"
"ENSG00000115760","BIRC6","DOWN",5,4.51431913749905,"Hypermethylated"
"ENSG00000115762","PLEKHB2","UP",2,5.84831599174606,"Hypermethylated"
"ENSG00000115808","STRN","UP",1,3.64618896736448,"Hypermethylated"
"ENSG00000115825","PRKD3","DOWN",1,5.6254126256071,"Hypermethylated"
"ENSG00000115844","DLX2","DOWN",2,5.70988115216904,"Hypermethylated"
"ENSG00000115902","SLC1A4","UP",3,4.79331200069772,"Hypermethylated"
"ENSG00000115904","SOS1","UP",1,5.80256372923548,"Hypermethylated"
"ENSG00000115942","ORC2","DOWN",2,5.61526425188165,"Hypermethylated"
"ENSG00000115963","RND3","DOWN",1,5.71670491122433,"Hypermethylated"
"ENSG00000115970","THADA","UP",2,0.7140545238079,"Hypermethylated"
"ENSG00000115977","AAK1","UP",2,4.64269131664678,"Hypermethylated"
"ENSG00000115998","C2orf42","UP",1,5.80258291143102,"Hypermethylated"
"ENSG00000116001","TIA1","DOWN",1,5.80258291143102,"Hypermethylated"
"ENSG00000116016","EPAS1","DOWN",1,3.76032999185086,"Hypermethylated"
"ENSG00000116132","PRRX1","DOWN",2,0.953606909543115,"Hypermethylated"
"ENSG00000116133","DHCR24","UP",1,5.9602877710897,"Hypermethylated"
"ENSG00000116138","DNAJC16","UP",2,6.17397571721136,"Hypermethylated"
"ENSG00000116171","SCP2","UP",1,3.52839124574232,"Hypermethylated"
"ENSG00000116191","RALGPS2","DOWN",1,5.42348725001239,"Hypermethylated"
"ENSG00000116205","TCEANC2","UP",1,5.52050115179814,"Hypermethylated"
"ENSG00000116209","TMEM59","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000116212","LRRC42","UP",1,6.16864127592862,"Hypermethylated"
"ENSG00000116213","WRAP73","UP",4,4.42538753101561,"Hypermethylated"
"ENSG00000116251","RPL22","DOWN",4,4.2022228885445,"Hypermethylated"
"ENSG00000116254","CHD5","UP",1,5.77963876235288,"Hypermethylated"
"ENSG00000116285","ERRFI1","DOWN",1,5.87117294855069,"Hypermethylated"
"ENSG00000116299","ELAPOR1","DOWN",1,5.6254126256071,"Hypermethylated"
"ENSG00000116489","CAPZA1","DOWN",1,5.52797152180383,"Hypermethylated"
"ENSG00000116497","S100PBP","DOWN",2,4.62866010519024,"Hypermethylated"
"ENSG00000116580","GON4L","UP",9,5.20028399984585,"Hypermethylated"
"ENSG00000116584","ARHGEF2","DOWN",3,5.17660424953839,"Hypermethylated"
"ENSG00000116641","DOCK7","DOWN",1,5.52799070756349,"Hypermethylated"
"ENSG00000116667","C1orf21","UP",2,5.61861428066669,"Hypermethylated"
"ENSG00000116668","SWT1","UP",1,-2.61718778659833,"Hypomethylated"
"ENSG00000116691","MIIP","UP",2,3.74845716179045,"Hypermethylated"
"ENSG00000116698","SMG7","UP",3,3.08982115371531,"Hypermethylated"
"ENSG00000116729","WLS","UP",2,5.80018110217839,"Hypermethylated"
"ENSG00000116731","PRDM2","UP",3,5.7961072248238,"Hypermethylated"
"ENSG00000116745","RPE65","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000116748","AMPD1","UP",1,5.74424512313553,"Hypermethylated"
"ENSG00000116754","SRSF11","UP",1,-2.0582681951752,"Hypomethylated"
"ENSG00000116793","PHTF1","UP",2,1.5104198660383,"Hypermethylated"
"ENSG00000116815","CD58","DOWN",1,5.80258291143102,"Hypermethylated"
"ENSG00000116857","TMEM9","DOWN",1,5.52050472182656,"Hypermethylated"
"ENSG00000116874","WARS2","UP",5,-0.629994119819376,"Hypomethylated"
"ENSG00000116906","GNPAT","DOWN",2,5.61302549233966,"Hypermethylated"
"ENSG00000116962","NID1","UP",2,-0.23514822802755,"Hypomethylated"
"ENSG00000116977","LGALS8","DOWN",2,5.57935469444649,"Hypermethylated"
"ENSG00000117000","RLF","DOWN",1,-1.80469092094606,"Hypomethylated"
"ENSG00000117010","ZNF684","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000117114","ADGRL2","UP",1,-2.70241844156005,"Hypomethylated"
"ENSG00000117148","ACTL8","UP",1,3.91458551691221,"Hypermethylated"
"ENSG00000117153","KLHL12","UP",4,3.69422115626876,"Hypermethylated"
"ENSG00000117245","KIF17","UP",7,5.6564405198216,"Hypermethylated"
"ENSG00000117266","CDK18","UP",1,5.4234680628946,"Hypermethylated"
"ENSG00000117280","RAB29","UP",1,5.80258291143102,"Hypermethylated"
"ENSG00000117298","ECE1","DOWN",14,5.0833946592579,"Hypermethylated"
"ENSG00000117360","PRPF3","DOWN",2,5.78425844524575,"Hypermethylated"
"ENSG00000117450","PRDX1","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000117461","PIK3R3","UP",1,5.62545099466521,"Hypermethylated"
"ENSG00000117477","CCDC181","DOWN",1,5.62545099466521,"Hypermethylated"
"ENSG00000117481","NSUN4","DOWN",2,5.69188751055104,"Hypermethylated"
"ENSG00000117523","PRRC2C","DOWN",2,1.90299746860562,"Hypermethylated"
"ENSG00000117525","F3","DOWN",1,5.88358056434996,"Hypermethylated"
"ENSG00000117543","DPH5","DOWN",1,5.52797152180383,"Hypermethylated"
"ENSG00000117592","PRDX6","DOWN",1,-2.52524441140761,"Hypomethylated"
"ENSG00000117593","DARS2","DOWN",1,5.43007851234011,"Hypermethylated"
"ENSG00000117620","SLC35A3","DOWN",1,5.4234680628946,"Hypermethylated"
"ENSG00000117625","RCOR3","DOWN",1,5.89337205531654,"Hypermethylated"
"ENSG00000117650","NEK2","DOWN",1,-2.90605902108087,"Hypomethylated"
"ENSG00000117713","ARID1A","DOWN",1,6.10252873450633,"Hypermethylated"
"ENSG00000117724","CENPF","DOWN",1,-1.91930313671733,"Hypomethylated"
"ENSG00000117751","PPP1R8","UP",2,5.76299839870047,"Hypermethylated"
"ENSG00000117758","STX12","UP",2,6.01266387744613,"Hypermethylated"
"ENSG00000117868","ESYT2","UP",3,4.23004464899657,"Hypermethylated"
"ENSG00000117971","CHRNB4","UP",3,4.18528540427407,"Hypermethylated"
"ENSG00000118004","COLEC11","UP",2,4.45671740193877,"Hypermethylated"
"ENSG00000118007","STAG1","DOWN",18,3.99419398107153,"Hypermethylated"
"ENSG00000118046","STK11","DOWN",5,4.45059181644286,"Hypermethylated"
"ENSG00000118058","KMT2A","DOWN",1,3.31259222411621,"Hypermethylated"
"ENSG00000118160","SLC8A2","UP",2,4.46802085829367,"Hypermethylated"
"ENSG00000118162","KPTN","UP",2,3.59537588218265,"Hypermethylated"
"ENSG00000118193","KIF14","DOWN",2,1.78350942981285,"Hypermethylated"
"ENSG00000118197","DDX59","UP",3,5.06032720268604,"Hypermethylated"
"ENSG00000118200","CAMSAP2","UP",1,6.09962760952844,"Hypermethylated"
"ENSG00000118217","ATF6","DOWN",2,2.16315339759977,"Hypermethylated"
"ENSG00000118246","FASTKD2","DOWN",1,3.64474852486037,"Hypermethylated"
"ENSG00000118257","NRP2","UP",2,3.93179801628524,"Hypermethylated"
"ENSG00000118260","CREB1","DOWN",1,5.62545099466521,"Hypermethylated"
"ENSG00000118263","KLF7","DOWN",1,2.70409341369962,"Hypermethylated"
"ENSG00000118363","SPCS2","UP",1,5.52052083979666,"Hypermethylated"
"ENSG00000118369","USP35","UP",2,4.24113264839742,"Hypermethylated"
"ENSG00000118420","UBE3D","DOWN",1,5.71676246188377,"Hypermethylated"
"ENSG00000118432","CNR1","DOWN",2,5.53931481023868,"Hypermethylated"
"ENSG00000118454","ANKRD13C","UP",1,3.31257304412651,"Hypermethylated"
"ENSG00000118482","PHF3","DOWN",2,-3.30659716051417,"Hypomethylated"
"ENSG00000118495","PLAGL1","DOWN",2,-0.16134718908039,"Hypomethylated"
"ENSG00000118503","TNFAIP3","DOWN",1,6.03312073550978,"Hypermethylated"
"ENSG00000118507","AKAP7","DOWN",1,5.62543181000885,"Hypermethylated"
"ENSG00000118515","SGK1","UP",3,5.03060801038402,"Hypermethylated"
"ENSG00000118690","ARMC2","UP",2,4.55757783959307,"Hypermethylated"
"ENSG00000118855","MFSD1","UP",2,2.69860563155541,"Hypermethylated"
"ENSG00000118873","RAB3GAP2","DOWN",2,1.55009169767753,"Hypermethylated"
"ENSG00000118898","PPL","UP",2,5.80015232943644,"Hypermethylated"
"ENSG00000118922","KLF12","DOWN",2,5.47571979234922,"Hypermethylated"
"ENSG00000118939","UCHL3","UP",1,5.96034531029577,"Hypermethylated"
"ENSG00000118985","ELL2","DOWN",1,-2.80783017222543,"Hypomethylated"
"ENSG00000119004","CYP20A1","DOWN",4,5.28205502076603,"Hypermethylated"
"ENSG00000119041","GTF3C3","UP",1,5.71676246188377,"Hypermethylated"
"ENSG00000119139","TJP2","DOWN",7,3.66277528418083,"Hypermethylated"
"ENSG00000119227","PIGZ","DOWN",1,3.00997272467204,"Hypermethylated"
"ENSG00000119280","C1orf198","UP",3,4.78718321790159,"Hypermethylated"
"ENSG00000119318","RAD23B","DOWN",1,5.61313308739321,"Hypermethylated"
"ENSG00000119383","PTPA","DOWN",5,5.59975897142153,"Hypermethylated"
"ENSG00000119403","PHF19","DOWN",2,6.22149127186291,"Hypermethylated"
"ENSG00000119408","NEK6","DOWN",25,5.08591565221205,"Hypermethylated"
"ENSG00000119471","HSDL2","DOWN",1,5.52799070756349,"Hypermethylated"
"ENSG00000119509","INVS","DOWN",2,5.82685495025913,"Hypermethylated"
"ENSG00000119599","DCAF4","UP",1,5.62547017957618,"Hypermethylated"
"ENSG00000119616","FCF1","UP",1,5.88358056434996,"Hypermethylated"
"ENSG00000119681","LTBP2","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000119715","ESRRB","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000119729","RHOQ","DOWN",2,5.80018110353594,"Hypermethylated"
"ENSG00000119737","GPR75","UP",2,4.35164875405881,"Hypermethylated"
"ENSG00000119787","ATL2","DOWN",5,4.99161044267652,"Hypermethylated"
"ENSG00000119844","AFTPH","UP",1,5.71676246188377,"Hypermethylated"
"ENSG00000119899","SLC17A5","UP",1,3.45473701935545,"Hypermethylated"
"ENSG00000119906","SLF2","DOWN",1,5.66509519043357,"Hypermethylated"
"ENSG00000119943","PYROXD2","UP",3,4.73345475454928,"Hypermethylated"
"ENSG00000119950","MXI1","UP",2,5.52809000676577,"Hypermethylated"
"ENSG00000119969","HELLS","DOWN",2,2.96146819480849,"Hypermethylated"
"ENSG00000120063","GNA13","UP",3,1.74533184336762,"Hypermethylated"
"ENSG00000120093","HOXB3","DOWN",4,4.37335755925049,"Hypermethylated"
"ENSG00000120215","MLANA","UP",1,2.49208652796333,"Hypermethylated"
"ENSG00000120254","MTHFD1L","UP",6,3.36396381453783,"Hypermethylated"
"ENSG00000120265","PCMT1","UP",7,5.2752351560839,"Hypermethylated"
"ENSG00000120278","PLEKHG1","UP",5,5.04847340703621,"Hypermethylated"
