"gene_symbol","ensembl_id","baseMean","log2FoldChange","padj","binding_status","expression_status","Category","Direction"
"NPAS3","ENSG00000151322",1032.4547784615,-2.81886389341653,1.63477477080869e-83,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"GAS7","ENSG00000007237",874.04294584078,-2.67296529150496,6.29577471526363e-83,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"DOCK1","ENSG00000150760",857.42562596418,-2.60720633264655,1.25521458925796e-82,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"ID4","ENSG00000172201",682.250560073516,-3.48808445293036,2.86115228224446e-82,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"BICC1","ENSG00000122870",602.379827399686,-2.74017797919359,1.0917060744375e-78,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"HMCN1","ENSG00000143341",521.630872316145,-2.79497342435536,1.89041764124391e-77,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"PGK1","ENSG00000102144",8047.41212312829,-3.0614033119931,5.98606851007124e-77,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"SYDE1","ENSG00000105137",585.471727230013,-2.71539421058604,3.06700287566533e-69,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"BCAT1","ENSG00000060982",1362.14201530155,-2.18278308314994,3.62749707796902e-69,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"KIF20A","ENSG00000112984",335.542923002534,-3.75413861695281,3.86165585953728e-69,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"H2AC4","ENSG00000278463",212.235824297109,-6.03171697076336,9.83620808669423e-69,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"SPTBN1","ENSG00000115306",6356.70707951767,-2.19821167218876,1.21060418325739e-68,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"RANGAP1","ENSG00000100401",1339.13206033126,-2.25864223196964,3.30557344710117e-67,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"CBX5","ENSG00000094916",2400.47557747362,-2.18705730475473,4.96440239772254e-65,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"PFKP","ENSG00000067057",3542.38089129102,-1.906233354926,1.24509922507793e-63,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"APPBP2","ENSG00000062725",1623.77597921065,-2.14758575644914,1.29078326509974e-61,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"SYNPO","ENSG00000171992",1535.16198986913,-2.16483163410086,1.53819157967354e-59,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"COL5A1","ENSG00000130635",3680.86781831282,-2.06127172205798,2.53064541586658e-59,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"KLF10","ENSG00000155090",3012.51224859935,-2.61543858873535,3.65942012970687e-58,"TEAD1_only_bound","downregulated","TEAD1_only_bound_downregulated","Down"
"LZTS1","ENSG00000061337",5424.09664707818,4.51747041021942,1.34324490118523e-202,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"MYO5B","ENSG00000167306",3939.40573273443,3.27433986215417,6.39287013859235e-154,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CEMIP","ENSG00000103888",1581.00281561482,3.59678092005062,9.18507261809501e-147,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"GLUD1","ENSG00000148672",7946.04445648646,2.93781986035646,3.73476278506832e-120,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CERS4","ENSG00000090661",1855.26517259566,3.46975701959325,2.25255313605944e-117,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"C6orf141","ENSG00000197261",3011.76134146106,2.66438601942832,9.6759048812627e-106,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TUFT1","ENSG00000143367",2953.85904116511,2.52220758558708,1.95875966365972e-101,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"MFAP3L","ENSG00000198948",2466.40927215765,2.70368841539083,1.38612284515395e-100,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"LOC339260","ENSG00000233098",258.319368009644,4.38096598971178,3.04332110101673e-70,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CDHR3","ENSG00000128536",403.408257697147,3.45076310445101,2.0540311180904e-69,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"DUSP10","ENSG00000143507",2131.5739532317,2.12824747431405,9.30623808798393e-61,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TIAM1","ENSG00000156299",1303.01320642961,2.12849267814514,9.85449543291154e-58,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"SYNE2","ENSG00000054654",9534.97138634902,2.10693557754565,3.79458695818165e-57,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"GPCPD1","ENSG00000125772",3234.36694917789,1.72768959742593,1.72105897242285e-48,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"FREM2","ENSG00000150893",468.329562935137,2.48440299399094,2.78894485924289e-48,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"DENND3","ENSG00000105339",582.311051128166,2.64813335118802,1.55253030618188e-47,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"ITGA6","ENSG00000091409",2138.43628327905,1.81707200039209,4.33437329332304e-46,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TGM2","ENSG00000198959",639.788627721461,2.15038742926106,7.76320285206508e-46,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"PRKCH","ENSG00000027075",862.878336186904,1.7944702392323,2.69631202079113e-41,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CYB5R2","ENSG00000166394",161.702460693304,3.45852481848892,7.38059613144806e-41,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"EMP1","ENSG00000134531",1297.32799216128,2.19413058995392,1.32015890232927e-38,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"FHL1","ENSG00000022267",2303.75224687918,1.96114380631011,2.44064720465664e-37,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TEAD1","ENSG00000187079",12993.15739354,1.57307033767246,6.14564995100841e-37,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"FGD4","ENSG00000139132",385.361367429256,2.08622450458615,2.08760389265336e-35,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"PAX8","ENSG00000125618",305.178765746222,2.3785410021799,3.16535880757022e-33,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"GEM","ENSG00000164949",3112.57853778967,1.75990729079238,4.35581420471858e-33,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"PLA2R1","ENSG00000153246",107.825696940219,5.0393692744318,1.32911522936849e-32,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"GSDMC","ENSG00000147697",106.754954925252,3.32683894767448,3.94129051566105e-30,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"SLC2A14","ENSG00000173262",113.470928918892,3.27239561971888,6.81765914879147e-30,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"GALNT11","ENSG00000178234",1920.45563217415,1.45113835462069,2.40134634716982e-28,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TMPRSS2","ENSG00000184012",93.8145713453379,3.66771128010184,2.00708556310803e-27,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TTC39B","ENSG00000155158",1822.87401089799,1.32394058395456,2.15826368441221e-26,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"SOX4","ENSG00000124766",5298.40961729088,1.27202209278729,2.7448319412305e-26,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"STXBP5-AS1","ENSG00000233452",92.1293511311744,3.19018520816544,3.39679107248849e-25,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"OPN3","ENSG00000054277",76.6741452493024,3.31269649507213,1.67505827693789e-23,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"LINC02102","ENSG00000248677",76.0114401853358,3.36947415117152,3.95020007555028e-23,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CHRNA1","ENSG00000138435",64.298413070697,4.47467351207921,4.29180331762804e-22,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"LYPD1","ENSG00000150551",2316.72965368371,1.36799247914412,2.25365151641261e-21,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"MLIP","ENSG00000146147",72.0501093691508,3.08782740017188,6.7807413756508e-21,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"FIBCD1","ENSG00000130720",243.269640364681,1.88216467884565,1.51131592866622e-20,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CTSV","ENSG00000136943",69.0748022044692,3.13080675852646,5.72063297206288e-20,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"LINC01206","ENSG00000242512",130.596576293138,2.04678066049993,1.11724282352325e-19,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"TBPL1","ENSG00000028839",378.839274248936,1.53479377398406,3.03021159893136e-19,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"LOC124902033","ENSG00000253196",69.7033096957937,5.85982434076289,4.49663447298149e-19,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"CCN5","ENSG00000064205",57.3225983462414,4.99766906789931,7.27404059876004e-19,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"SLC20A2","ENSG00000168575",796.068641936419,1.18303381438676,1.54234975748425e-18,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"PRND","ENSG00000171864",188.040421721795,10.6144647750009,8.27481458231423e-18,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"ITGB5","ENSG00000082781",1891.43667626163,1.17714004946899,7.6552161917779e-17,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"DTX4","ENSG00000110042",143.553318207012,1.78380068318111,1.59247552816625e-16,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"JAG1","ENSG00000101384",4169.42043973444,1.06960210802111,1.74282529655692e-15,"TES_TEAD1_bound","upregulated","TES_TEAD1_bound_upregulated","Up"
"THBS1","ENSG00000137801",12319.4478488787,-5.16471413946792,0,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"AMOTL2","ENSG00000114019",1987.73336740855,-5.97202541163863,6.32982951204309e-301,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"ADAMTSL1","ENSG00000178031",1694.14119238008,-4.24994949902985,6.19452497938647e-211,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"ABI3BP","ENSG00000154175",2458.25911607693,-3.92593960471013,1.71327769923472e-200,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"VCAN","ENSG00000038427",13303.7072072348,-3.3430689830481,8.25270594826487e-197,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CDH11","ENSG00000140937",4361.05033151811,-3.51266605280108,1.84652099612702e-194,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"MID1","ENSG00000101871",1114.52480103151,-4.14934057568253,2.46833474791903e-192,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"PARVA","ENSG00000197702",737.578321605466,-5.13370211651562,8.32659477609049e-191,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"DHRS3","ENSG00000162496",3223.63058221268,-3.40999963743536,1.85849980385949e-190,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"XKR4","ENSG00000206579",1181.79633356271,-4.14719861683479,9.10686780262435e-185,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CCN1","ENSG00000142871",1225.4248327505,-7.58217516754692,2.48648936860275e-184,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"MBNL2","ENSG00000139793",884.393731871934,-4.87160817326055,1.59855851212008e-174,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"ITGB8","ENSG00000105855",6479.41630709051,-3.13290375568598,1.00113019720093e-161,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"PI15","ENSG00000137558",1724.1704136895,-5.02825208694987,2.88158215354081e-156,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"DAB2","ENSG00000153071",523.873888867927,-4.75916780426494,3.62467344947086e-153,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"LIMCH1","ENSG00000064042",3423.41899863011,-3.1060039256628,3.32694622750626e-149,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CALD1","ENSG00000122786",4937.77610140333,-3.27393621064106,4.13596506392006e-149,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"PRSS35","ENSG00000146250",894.832163329415,-5.51440540427932,2.11747246157523e-135,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CUEDC1","ENSG00000180891",1438.07575451222,-3.10594017008297,2.44172450243627e-129,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CAV1","ENSG00000105974",2255.8378878697,-4.05488094375317,1.30942435146464e-127,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"ARID5B","ENSG00000150347",7977.24264140739,-2.83706279395299,1.30942435146464e-127,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"RARB","ENSG00000077092",1057.82482264415,-3.21209099783835,1.33757706879539e-122,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"COL12A1","ENSG00000111799",3581.97440057399,-3.12431620296627,5.82362331312125e-121,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"NFIB","ENSG00000147862",2705.16368521324,-2.96297919606652,7.87074262497469e-121,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"FAM13C","ENSG00000148541",409.586983662296,-4.05831666996138,2.8070402069078e-120,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"LATS2","ENSG00000150457",476.120920873732,-3.714509092708,1.57724196114925e-117,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"H1-2","ENSG00000187837",1747.9482251635,-2.87972457145761,2.5377974249641e-116,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"ANKRD50","ENSG00000151458",1695.92552017785,-2.74480266200501,2.88957408467927e-116,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"OSBPL10","ENSG00000144645",1667.9457138387,-2.84149543589002,1.36795751743945e-114,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"TACR1","ENSG00000115353",507.287739297384,-3.52753029280769,4.51729044646604e-113,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"VCAM1","ENSG00000162692",993.641085493865,-3.70225048286617,4.51312467541353e-112,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"DMD","ENSG00000198947",500.936675520479,-3.60718304623363,2.68871414911187e-110,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"SLFN12","ENSG00000172123",460.350355965635,-4.34401311349114,2.81532788300184e-110,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"RBMS3","ENSG00000144642",1066.08694336185,-2.84879489234782,5.77509964138202e-107,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"PRKD1","ENSG00000184304",930.015862199743,-2.96893802822791,6.61689032842727e-105,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"COL21A1","ENSG00000124749",396.881862398961,-4.2351221948193,7.37024584904564e-102,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"TENM2","ENSG00000145934",3015.21524480116,-2.46057753090908,2.50794831939736e-97,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"TRIB2","ENSG00000071575",1937.88480230595,-2.65889115532627,2.81004343723428e-95,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CDK6","ENSG00000105810",3734.61562266506,-2.50416652567573,5.2950036925613e-94,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"HNMT","ENSG00000150540",296.891162300483,-5.9575449585292,4.25744299402014e-93,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"CP","ENSG00000047457",1152.63116200501,-3.82611646445878,1.38794489255363e-92,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"SORL1","ENSG00000137642",817.42776066853,-2.95239903492511,2.85094774693956e-92,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"TNS3","ENSG00000136205",6668.85341202987,-2.48716919439411,4.13158278680989e-91,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"MIR4435-2HG","ENSG00000172965",1148.93430287303,-2.80062352254469,1.04170607073573e-89,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"NNMT","ENSG00000166741",435.181329210803,-4.32554072935394,1.92839564559738e-89,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"HDAC9","ENSG00000048052",2034.87427002883,-2.34007634726241,4.25009202733988e-86,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"EYA4","ENSG00000112319",2535.57948010173,-2.39620087832337,1.84706834176712e-84,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"FN1","ENSG00000115414",4886.72186544166,-2.51778637847426,2.59161713560113e-84,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"MCC","ENSG00000171444",4360.1597452498,-2.33035239367809,2.83826861062824e-84,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"P3H2","ENSG00000090530",339.490397654715,-3.57908070955505,1.6963572145046e-80,"TES_TEAD1_bound","downregulated","TES_TEAD1_bound_downregulated","Down"
"MAP3K20-AS1","ENSG00000238133",1836.8550741723,6.40970596378398,2.04794866859113e-256,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ZFP90","ENSG00000184939",8828.93099140708,3.99125015757697,1.64392941866682e-229,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000241743.4","ENSG00000241743",4994.88104662215,5.92448053916017,7.55292852469539e-212,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"TMOD1","ENSG00000136842",1198.35194936242,5.24220947535354,1.10011356459413e-204,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000268756.1","ENSG00000268756",1085.42370201202,6.13323220618358,9.43545547764967e-186,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PDE7B-AS1","ENSG00000237596",1153.82269633234,5.17808543063031,1.45156261428447e-173,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"RASD1","ENSG00000108551",1395.96321007124,4.81697662280081,2.108152077144e-169,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000228709.3","ENSG00000228709",1039.49280995518,6.86647964189559,8.92705258091247e-161,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"TCN2","ENSG00000185339",2200.75527173966,4.08153112262731,1.28875270232556e-144,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"IL31RA","ENSG00000164509",1263.39336552647,7.84607321571159,1.73338031361554e-141,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"IDO1","ENSG00000131203",1686.64114724284,5.22057161252584,2.50928083837118e-140,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"VGF","ENSG00000128564",845.91552401584,5.49694663871607,2.33663783729252e-139,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PREX1","ENSG00000124126",3848.5672635021,3.08819278118391,1.45257312329726e-127,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000267475.3","ENSG00000267475",602.113172778999,5.71325571239825,4.12185123390712e-123,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000290058.1","ENSG00000290058",621.061427956058,4.63505302669535,1.55773301724448e-122,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PYGB","ENSG00000100994",14653.2924493919,2.78171454968655,2.1026305425919e-122,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CACNA1G","ENSG00000006283",990.103060696666,3.72594906601156,3.13199883626884e-121,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CLEC7A","ENSG00000172243",603.116105965984,5.73968905282038,6.49641669002121e-119,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PCK1","ENSG00000124253",573.942169541103,5.29809529110984,6.20983266994708e-118,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENPP2","ENSG00000136960",2043.99828694429,9.54113311532366,1.59822687816778e-117,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"WEE1","ENSG00000166483",4043.37857217586,2.7886932106211,3.42229669849437e-117,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"HMCN2","ENSG00000148357",1177.64771158373,8.04296572908486,4.24608183040231e-115,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CCR4","ENSG00000183813",489.641446428783,4.49855926148489,2.51365079353698e-114,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ARHGEF5","ENSG00000050327",1145.76644468977,8.26990776029733,3.40892563534353e-114,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"MAP3K20","ENSG00000091436",3794.17175991624,2.92903192490595,1.38186249661283e-113,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ADAMTS14","ENSG00000138316",595.392646758516,6.30776534276973,3.43990986845256e-113,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ZNF114","ENSG00000178150",867.019625896869,7.61625434724701,3.08257873962323e-110,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"GPAT3","ENSG00000138678",1314.20904633762,3.20202942254892,1.29046739558276e-102,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000182912.6","ENSG00000182912",486.352022043281,6.21424856986348,4.5963977416043e-101,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"KRT8","ENSG00000170421",682.438845673437,3.95835997662107,4.4874678463932e-95,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000263567.1","ENSG00000263567",984.647682434161,8.49558664066747,3.22339836981784e-93,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PCOLCE2","ENSG00000163710",508.843468188289,6.74181809257981,3.2330338579935e-92,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"FTCD","ENSG00000160282",415.03494668193,4.78606537763229,4.76946236694106e-92,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CHST7","ENSG00000147119",1140.95881851466,3.02815469154862,5.4654722754973e-88,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"KCNJ12","ENSG00000184185",613.169276939548,7.21171221995477,3.16431349190883e-87,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CASZ1","ENSG00000130940",553.628387315712,3.6155292673122,1.05565863787653e-85,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ETV7","ENSG00000010030",796.645138497063,3.3845775433315,2.03084510983899e-84,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"DRAXIN","ENSG00000162490",430.48249997319,3.66249871645856,2.71695232722084e-84,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"RPE65","ENSG00000116745",318.407033199929,5.16617313820385,7.05939282021451e-82,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"TCP11L2","ENSG00000166046",2150.0299671476,2.43808419017786,1.0370552880777e-80,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PIK3R3","ENSG00000117461",992.672562544435,2.47795331599282,1.78463759512558e-78,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"PDE7B","ENSG00000171408",351.205951172403,4.10960277493048,1.8510725535511e-78,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CXCL12","ENSG00000107562",309.44407542581,5.23138270624291,2.14111693849217e-78,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"UNC5B","ENSG00000107731",1355.91058852016,2.62564347659232,3.49614907269051e-77,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000223831.1","ENSG00000223831",327.17396258935,5.93202406280097,5.42244464872915e-76,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"CEACAM1","ENSG00000079385",408.686684994167,3.48530510533988,4.36265543326049e-75,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"ENSG00000204959.4","ENSG00000204959",437.882705484723,7.02390628411873,1.27631909810203e-74,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"DHCR7","ENSG00000172893",3121.87393272558,2.33865504594265,2.25207920400546e-73,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"SEMA5A","ENSG00000112902",819.460484500697,2.64352252420661,4.27765475016963e-73,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"IGFBP4","ENSG00000141753",1541.44288630969,2.74783466699248,5.20414474887886e-73,"Neither_bound","upregulated","Neither_bound_upregulated","Up"
"IGFBP5","ENSG00000115461",11030.6435420683,-5.72505377078695,0,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"FAM20C","ENSG00000177706",2900.80547062486,-4.47662121276052,3.12666490623655e-277,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"ITGB3","ENSG00000259207",1536.58926328561,-4.24773261828121,2.94707693785138e-230,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"GLDN","ENSG00000186417",2827.97531055777,-4.12653644841925,2.32003216162517e-197,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"MKI67","ENSG00000148773",3601.78097644897,-3.56563641263512,2.04598784898814e-184,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H1-0","ENSG00000189060",1593.50489633205,-5.2924138910207,1.15070947715149e-181,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"SESN3","ENSG00000149212",10331.5374384317,-3.09524265977286,3.65278140480587e-176,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
"H3C7","ENSG00000277775",604.345812290723,-5.76368060282546,1.04609241485323e-163,"Neither_bound","downregulated","Neither_bound_downregulated","Down"
